takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set
FALSE,FALSE,alternating,165,65,Alice flung the man a blanket,Alice flung a blanket to the man,indef,4,shortDefinite,1619,53
FALSE,FALSE,alternating,165,65,Linda flung a man a blanket,Linda flung a blanket to a man,indef,4,shortIndefinite,1620,4
FALSE,FALSE,alternating,165,65,Michael flung the man wearing the hat something,Michael flung something to the man wearing the hat,something,5,longDefinite,1621,55
FALSE,FALSE,alternating,165,65,Mary flung a woman from work something,Mary flung something to a woman from work,something,5,longIndefinite,1622,5
FALSE,FALSE,alternating,165,65,Michael flung her something,Michael flung something to her,something,5,pronoun,1623,56
FALSE,FALSE,alternating,165,65,Michael flung the man something,Michael flung something to the man,something,5,shortDefinite,1624,6
FALSE,FALSE,alternating,165,65,Maria flung a woman something,Maria flung something to a woman,something,5,shortIndefinite,1625,57
FALSE,FALSE,alternating,166,66,Linda tugged the woman wearing the hat the chair,Linda tugged the chair to the woman wearing the hat,def,1,longDefinite,1626,8
FALSE,FALSE,alternating,166,66,Mary tugged a man wearing a hat the chair,Mary tugged the chair to a man wearing a hat,def,1,longIndefinite,1627,58
FALSE,FALSE,alternating,166,66,Michael tugged her the chair,Michael tugged the chair to her,def,1,pronoun,1628,9
FALSE,FALSE,alternating,166,66,Mary tugged the man the chair,Mary tugged the chair to the man,def,1,shortDefinite,1629,59
FALSE,FALSE,alternating,166,66,John tugged a man the chair,John tugged the chair to a man,def,1,shortIndefinite,1630,10
FALSE,FALSE,alternating,166,66,Michael tugged the woman who was wearing the hat the hamper,Michael tugged the hamper to the woman who was wearing the hat,def,2,longDefinite,1631,61
FALSE,FALSE,alternating,166,66,Michael tugged a man from work the hamper,Michael tugged the hamper to a man from work,def,2,longIndefinite,1632,11
FALSE,FALSE,alternating,166,66,Bob tugged her the hamper,Bob tugged the hamper to her,def,2,pronoun,1633,62
FALSE,FALSE,alternating,166,66,Bob tugged the man the hamper,Bob tugged the hamper to the man,def,2,shortDefinite,1634,13
FALSE,FALSE,alternating,166,66,Juan tugged a woman the hamper,Juan tugged the hamper to a woman,def,2,shortIndefinite,1635,63
FALSE,FALSE,alternating,166,66,Juan tugged the man from work a kayak,Juan tugged a kayak to the man from work,indef,3,longDefinite,1636,14
FALSE,FALSE,alternating,166,66,Mary tugged a man who was from work a kayak,Mary tugged a kayak to a man who was from work,indef,3,longIndefinite,1637,64
FALSE,FALSE,alternating,166,66,Mary tugged him a kayak,Mary tugged a kayak to him,indef,3,pronoun,1638,15
FALSE,FALSE,alternating,166,66,Michael tugged the woman a kayak,Michael tugged a kayak to the woman,indef,3,shortDefinite,1639,66
FALSE,FALSE,alternating,166,66,Mary tugged a man a kayak,Mary tugged a kayak to a man,indef,3,shortIndefinite,1640,16
FALSE,FALSE,alternating,166,66,Mary tugged the man who was from work a canoe,Mary tugged a canoe to the man who was from work,indef,4,longDefinite,1641,67
FALSE,FALSE,alternating,166,66,Maria tugged a man wearing a hat a canoe,Maria tugged a canoe to a man wearing a hat,indef,4,longIndefinite,1642,18
FALSE,FALSE,alternating,166,66,Bob tugged her a canoe,Bob tugged a canoe to her,indef,4,pronoun,1643,68
FALSE,FALSE,alternating,166,66,Alice tugged the man a canoe,Alice tugged a canoe to the man,indef,4,shortDefinite,1644,19
FALSE,FALSE,alternating,166,66,John tugged a woman a canoe,John tugged a canoe to a woman,indef,4,shortIndefinite,1645,69
FALSE,FALSE,alternating,166,66,Linda tugged the man wearing the hat something,Linda tugged something to the man wearing the hat,something,5,longDefinite,1646,20
FALSE,FALSE,alternating,166,66,Michael tugged a woman wearing a hat something,Michael tugged something to a woman wearing a hat,something,5,longIndefinite,1647,71
FALSE,FALSE,alternating,166,66,John tugged her something,John tugged something to her,something,5,pronoun,1648,21
FALSE,FALSE,alternating,166,66,Bob tugged the woman something,Bob tugged something to the woman,something,5,shortDefinite,1649,72
FALSE,FALSE,alternating,166,66,Linda tugged a man something,Linda tugged something to a man,something,5,shortIndefinite,1650,23
FALSE,FALSE,alternating,167,67,Linda chucked the woman wearing the hat the ball,Linda chucked the ball to the woman wearing the hat,def,1,longDefinite,1651,73
FALSE,FALSE,alternating,167,67,John chucked a woman who was wearing a hat the ball,John chucked the ball to a woman who was wearing a hat,def,1,longIndefinite,1652,24
FALSE,FALSE,alternating,167,67,Maria chucked him the ball,Maria chucked the ball to him,def,1,pronoun,1653,74
FALSE,FALSE,alternating,167,67,Linda chucked the woman the ball,Linda chucked the ball to the woman,def,1,shortDefinite,1654,25
FALSE,FALSE,alternating,167,67,Mary chucked a man the ball,Mary chucked the ball to a man,def,1,shortIndefinite,1655,76
FALSE,FALSE,alternating,167,67,Maria chucked the man who was wearing the hat the baseball,Maria chucked the baseball to the man who was wearing the hat,def,2,longDefinite,1656,26
FALSE,FALSE,alternating,167,67,Juan chucked a woman who was wearing a hat the baseball,Juan chucked the baseball to a woman who was wearing a hat,def,2,longIndefinite,1657,77
FALSE,FALSE,alternating,167,67,Bob chucked her the baseball,Bob chucked the baseball to her,def,2,pronoun,1658,27
FALSE,FALSE,alternating,167,67,Bob chucked the woman the baseball,Bob chucked the baseball to the woman,def,2,shortDefinite,1659,78
FALSE,FALSE,alternating,167,67,Alice chucked a woman the baseball,Alice chucked the baseball to a woman,def,2,shortIndefinite,1660,29
FALSE,FALSE,alternating,167,67,Mary chucked the man wearing the hat a tennis ball,Mary chucked a tennis ball to the man wearing the hat,indef,3,longDefinite,1661,79
FALSE,FALSE,alternating,167,67,John chucked a man wearing a hat a tennis ball,John chucked a tennis ball to a man wearing a hat,indef,3,longIndefinite,1662,30
FALSE,FALSE,alternating,167,67,Bob chucked her a tennis ball,Bob chucked a tennis ball to her,indef,3,pronoun,1663,81
FALSE,FALSE,alternating,167,67,John chucked the man a tennis ball,John chucked a tennis ball to the man,indef,3,shortDefinite,1664,31
FALSE,FALSE,alternating,167,67,Maria chucked a woman a tennis ball,Maria chucked a tennis ball to a woman,indef,3,shortIndefinite,1665,82
FALSE,FALSE,alternating,167,67,John chucked the woman who was from work a bag,John chucked a bag to the woman who was from work,indef,4,longDefinite,1666,32
FALSE,FALSE,alternating,167,67,Alice chucked a woman who was wearing a hat a bag,Alice chucked a bag to a woman who was wearing a hat,indef,4,longIndefinite,1667,83
FALSE,FALSE,alternating,167,67,Bob chucked her a bag,Bob chucked a bag to her,indef,4,pronoun,1668,34
FALSE,FALSE,alternating,167,67,Linda chucked the man a bag,Linda chucked a bag to the man,indef,4,shortDefinite,1669,84
FALSE,FALSE,alternating,167,67,Juan chucked a woman a bag,Juan chucked a bag to a woman,indef,4,shortIndefinite,1670,35
FALSE,FALSE,alternating,167,67,Maria chucked the woman who was wearing the hat something,Maria chucked something to the woman who was wearing the hat,something,5,longDefinite,1671,86
FALSE,FALSE,alternating,167,67,Juan chucked a man who was from work something,Juan chucked something to a man who was from work,something,5,longIndefinite,1672,36
FALSE,FALSE,alternating,167,67,Michael chucked her something,Michael chucked something to her,something,5,pronoun,1673,87
FALSE,FALSE,alternating,167,67,Juan chucked the woman something,Juan chucked something to the woman,something,5,shortDefinite,1674,37
FALSE,FALSE,alternating,167,67,Juan chucked a man something,Juan chucked something to a man,something,5,shortIndefinite,1675,88
FALSE,FALSE,alternating,168,68,Linda wired the man wearing the hat the payment,Linda wired the payment to the man wearing the hat,def,1,longDefinite,1676,39
FALSE,FALSE,alternating,168,68,Michael wired a woman wearing a hat the payment,Michael wired the payment to a woman wearing a hat,def,1,longIndefinite,1677,89
FALSE,FALSE,alternating,168,68,Maria wired him the payment,Maria wired the payment to him,def,1,pronoun,1678,40
FALSE,FALSE,alternating,168,68,Alice wired the man the payment,Alice wired the payment to the man,def,1,shortDefinite,1679,90
FALSE,FALSE,alternating,168,68,Juan wired a man the payment,Juan wired the payment to a man,def,1,shortIndefinite,1680,41
FALSE,FALSE,alternating,168,68,Mary wired the man who was from work the rent,Mary wired the rent to the man who was from work,def,2,longDefinite,1681,92
FALSE,FALSE,alternating,168,68,Alice wired a man from work the rent,Alice wired the rent to a man from work,def,2,longIndefinite,1682,42
FALSE,FALSE,alternating,168,68,Maria wired him the rent,Maria wired the rent to him,def,2,pronoun,1683,93
FALSE,FALSE,alternating,168,68,Juan wired the man the rent,Juan wired the rent to the man,def,2,shortDefinite,1684,44
FALSE,FALSE,alternating,168,68,Linda wired a man the rent,Linda wired the rent to a man,def,2,shortIndefinite,1685,94
FALSE,FALSE,alternating,168,68,John wired the woman who was from work some money,John wired some money to the woman who was from work,indef,3,longDefinite,1686,45
FALSE,FALSE,alternating,168,68,Michael wired a man wearing a hat some money,Michael wired some money to a man wearing a hat,indef,3,longIndefinite,1687,95
FALSE,FALSE,alternating,168,68,Mary wired him some money,Mary wired some money to him,indef,3,pronoun,1688,46
FALSE,FALSE,alternating,168,68,John wired the woman some money,John wired some money to the woman,indef,3,shortDefinite,1689,97
FALSE,FALSE,alternating,168,68,Juan wired a man some money,Juan wired some money to a man,indef,3,shortIndefinite,1690,47
FALSE,FALSE,alternating,168,68,Linda wired the woman from work some funds,Linda wired some funds to the woman from work,indef,4,longDefinite,1691,98
FALSE,FALSE,alternating,168,68,Juan wired a woman wearing a hat some funds,Juan wired some funds to a woman wearing a hat,indef,4,longIndefinite,1692,49
FALSE,FALSE,alternating,168,68,Juan wired her some funds,Juan wired some funds to her,indef,4,pronoun,1693,99
FALSE,FALSE,alternating,168,68,Juan wired the man some funds,Juan wired some funds to the man,indef,4,shortDefinite,1694,50
FALSE,FALSE,alternating,168,68,Maria wired a man some funds,Maria wired some funds to a man,indef,4,shortIndefinite,1695,0
FALSE,FALSE,alternating,168,68,Bob wired the man who was wearing the hat something,Bob wired something to the man who was wearing the hat,something,5,longDefinite,1696,51
FALSE,FALSE,alternating,168,68,Mary wired a man from work something,Mary wired something to a man from work,something,5,longIndefinite,1697,2
FALSE,FALSE,alternating,168,68,Michael wired her something,Michael wired something to her,something,5,pronoun,1698,52
FALSE,FALSE,alternating,168,68,Bob wired the man something,Bob wired something to the man,something,5,shortDefinite,1699,3
FALSE,FALSE,alternating,168,68,Mary wired a man something,Mary wired something to a man,something,5,shortIndefinite,1700,54
FALSE,FALSE,alternating,169,69,Alice repaid the man who was wearing the hat the favor,Alice repaid the favor to the man who was wearing the hat,def,1,longDefinite,1701,4
FALSE,FALSE,alternating,169,69,Linda repaid a man wearing a hat the favor,Linda repaid the favor to a man wearing a hat,def,1,longIndefinite,1702,55
FALSE,FALSE,alternating,169,69,Alice repaid him the favor,Alice repaid the favor to him,def,1,pronoun,1703,5
FALSE,FALSE,alternating,169,69,John repaid the man the favor,John repaid the favor to the man,def,1,shortDefinite,1704,56
FALSE,FALSE,alternating,169,69,John repaid a man the favor,John repaid the favor to a man,def,1,shortIndefinite,1705,7
FALSE,FALSE,alternating,169,69,John repaid the woman from work the rent,John repaid the rent to the woman from work,def,2,longDefinite,1706,57
FALSE,FALSE,alternating,169,69,Michael repaid a man from work the rent,Michael repaid the rent to a man from work,def,2,longIndefinite,1707,8
FALSE,FALSE,alternating,169,69,Juan repaid her the rent,Juan repaid the rent to her,def,2,pronoun,1708,58
FALSE,FALSE,alternating,169,69,Michael repaid the woman the rent,Michael repaid the rent to the woman,def,2,shortDefinite,1709,9
FALSE,FALSE,alternating,169,69,Mary repaid a man the rent,Mary repaid the rent to a man,def,2,shortIndefinite,1710,60
FALSE,FALSE,alternating,169,69,Juan repaid the woman wearing the hat some money,Juan repaid some money to the woman wearing the hat,indef,3,longDefinite,1711,10
FALSE,FALSE,alternating,169,69,John repaid a woman from work some money,John repaid some money to a woman from work,indef,3,longIndefinite,1712,61
FALSE,FALSE,alternating,169,69,Bob repaid her some money,Bob repaid some money to her,indef,3,pronoun,1713,12
FALSE,FALSE,alternating,169,69,Alice repaid the woman some money,Alice repaid some money to the woman,indef,3,shortDefinite,1714,62
FALSE,FALSE,alternating,169,69,Maria repaid a woman some money,Maria repaid some money to a woman,indef,3,shortIndefinite,1715,13
FALSE,FALSE,alternating,169,69,Linda repaid the man from work some funds,Linda repaid some funds to the man from work,indef,4,longDefinite,1716,63
FALSE,FALSE,alternating,169,69,Mary repaid a woman who was wearing a hat some funds,Mary repaid some funds to a woman who was wearing a hat,indef,4,longIndefinite,1717,14
FALSE,FALSE,alternating,169,69,Bob repaid her some funds,Bob repaid some funds to her,indef,4,pronoun,1718,65
FALSE,FALSE,alternating,169,69,John repaid the man some funds,John repaid some funds to the man,indef,4,shortDefinite,1719,15
FALSE,FALSE,alternating,169,69,Mary repaid a woman some funds,Mary repaid some funds to a woman,indef,4,shortIndefinite,1720,66
FALSE,FALSE,alternating,169,69,Bob repaid the man wearing the hat something,Bob repaid something to the man wearing the hat,something,5,longDefinite,1721,17
FALSE,FALSE,alternating,169,69,Mary repaid a woman wearing a hat something,Mary repaid something to a woman wearing a hat,something,5,longIndefinite,1722,67
FALSE,FALSE,alternating,169,69,John repaid her something,John repaid something to her,something,5,pronoun,1723,18
FALSE,FALSE,alternating,169,69,Linda repaid the man something,Linda repaid something to the man,something,5,shortDefinite,1724,68
FALSE,FALSE,alternating,169,69,Maria repaid a man something,Maria repaid something to a man,something,5,shortIndefinite,1725,19
FALSE,FALSE,alternating,170,70,Linda flicked the man wearing the hat the coin,Linda flicked the coin to the man wearing the hat,def,1,longDefinite,1726,70
FALSE,FALSE,alternating,170,70,Maria flicked a woman from work the coin,Maria flicked the coin to a woman from work,def,1,longIndefinite,1727,20
FALSE,FALSE,alternating,170,70,Michael flicked her the coin,Michael flicked the coin to her,def,1,pronoun,1728,71
FALSE,FALSE,alternating,170,70,Alice flicked the woman the coin,Alice flicked the coin to the woman,def,1,shortDefinite,1729,21
FALSE,FALSE,alternating,170,70,Alice flicked a woman the coin,Alice flicked the coin to a woman,def,1,shortIndefinite,1730,72
FALSE,FALSE,alternating,170,70,John flicked the man from work the ball,John flicked the ball to the man from work,def,2,longDefinite,1731,23
FALSE,FALSE,alternating,170,70,John flicked a man wearing a hat the ball,John flicked the ball to a man wearing a hat,def,2,longIndefinite,1732,73
FALSE,FALSE,alternating,170,70,Juan flicked her the ball,Juan flicked the ball to her,def,2,pronoun,1733,24
FALSE,FALSE,alternating,170,70,John flicked the woman the ball,John flicked the ball to the woman,def,2,shortDefinite,1734,75
FALSE,FALSE,alternating,170,70,Juan flicked a man the ball,Juan flicked the ball to a man,def,2,shortIndefinite,1735,25
FALSE,FALSE,alternating,170,70,Michael flicked the man who was from work a look,Michael flicked a look to the man who was from work,indef,3,longDefinite,1736,76
FALSE,FALSE,alternating,170,70,Mary flicked a man who was from work a look,Mary flicked a look to a man who was from work,indef,3,longIndefinite,1737,26
FALSE,FALSE,alternating,170,70,Michael flicked her a look,Michael flicked a look to her,indef,3,pronoun,1738,77
FALSE,FALSE,alternating,170,70,Alice flicked the woman a look,Alice flicked a look to the woman,indef,3,shortDefinite,1739,28
FALSE,FALSE,alternating,170,70,Mary flicked a woman a look,Mary flicked a look to a woman,indef,3,shortIndefinite,1740,78
FALSE,FALSE,alternating,170,70,Linda flicked the man wearing the hat a quarter,Linda flicked a quarter to the man wearing the hat,indef,4,longDefinite,1741,29
FALSE,FALSE,alternating,170,70,Linda flicked a man who was from work a quarter,Linda flicked a quarter to a man who was from work,indef,4,longIndefinite,1742,80
FALSE,FALSE,alternating,170,70,Juan flicked her a quarter,Juan flicked a quarter to her,indef,4,pronoun,1743,30
FALSE,FALSE,alternating,170,70,Mary flicked the man a quarter,Mary flicked a quarter to the man,indef,4,shortDefinite,1744,81
FALSE,FALSE,alternating,170,70,John flicked a man a quarter,John flicked a quarter to a man,indef,4,shortIndefinite,1745,31
FALSE,FALSE,alternating,170,70,Michael flicked the man wearing the hat something,Michael flicked something to the man wearing the hat,something,5,longDefinite,1746,82
FALSE,FALSE,alternating,170,70,John flicked a woman wearing a hat something,John flicked something to a woman wearing a hat,something,5,longIndefinite,1747,33
FALSE,FALSE,alternating,170,70,Mary flicked him something,Mary flicked something to him,something,5,pronoun,1748,83
FALSE,FALSE,alternating,170,70,Mary flicked the woman something,Mary flicked something to the woman,something,5,shortDefinite,1749,34
FALSE,FALSE,alternating,170,70,John flicked a woman something,John flicked something to a woman,something,5,shortIndefinite,1750,85
FALSE,FALSE,alternating,171,71,Alice wheeled the man who was wearing the hat the cement,Alice wheeled the cement to the man who was wearing the hat,def,1,longDefinite,1751,35
FALSE,FALSE,alternating,171,71,Maria wheeled a woman who was from work the cement,Maria wheeled the cement to a woman who was from work,def,1,longIndefinite,1752,86
FALSE,FALSE,alternating,171,71,Maria wheeled him the cement,Maria wheeled the cement to him,def,1,pronoun,1753,36
FALSE,FALSE,alternating,171,71,Linda wheeled the woman the cement,Linda wheeled the cement to the woman,def,1,shortDefinite,1754,87
FALSE,FALSE,alternating,171,71,Bob wheeled a woman the cement,Bob wheeled the cement to a woman,def,1,shortIndefinite,1755,38
FALSE,FALSE,alternating,171,71,Alice wheeled the woman from work the buckets,Alice wheeled the buckets to the woman from work,def,2,longDefinite,1756,88
FALSE,FALSE,alternating,171,71,Michael wheeled a woman wearing a hat the buckets,Michael wheeled the buckets to a woman wearing a hat,def,2,longIndefinite,1757,39
FALSE,FALSE,alternating,171,71,Alice wheeled him the buckets,Alice wheeled the buckets to him,def,2,pronoun,1758,89
FALSE,FALSE,alternating,171,71,Bob wheeled the man the buckets,Bob wheeled the buckets to the man,def,2,shortDefinite,1759,40
FALSE,FALSE,alternating,171,71,Bob wheeled a man the buckets,Bob wheeled the buckets to a man,def,2,shortIndefinite,1760,91
FALSE,FALSE,alternating,171,71,John wheeled the woman who was from work some potatoes,John wheeled some potatoes to the woman who was from work,indef,3,longDefinite,1761,41
FALSE,FALSE,alternating,171,71,Alice wheeled a woman from work some potatoes,Alice wheeled some potatoes to a woman from work,indef,3,longIndefinite,1762,92
FALSE,FALSE,alternating,171,71,Maria wheeled him some potatoes,Maria wheeled some potatoes to him,indef,3,pronoun,1763,43
FALSE,FALSE,alternating,171,71,Maria wheeled the man some potatoes,Maria wheeled some potatoes to the man,indef,3,shortDefinite,1764,93
FALSE,FALSE,alternating,171,71,Bob wheeled a man some potatoes,Bob wheeled some potatoes to a man,indef,3,shortIndefinite,1765,44
FALSE,FALSE,alternating,171,71,Mary wheeled the woman wearing the hat some fruit,Mary wheeled some fruit to the woman wearing the hat,indef,4,longDefinite,1766,94
FALSE,FALSE,alternating,171,71,Alice wheeled a man wearing a hat some fruit,Alice wheeled some fruit to a man wearing a hat,indef,4,longIndefinite,1767,45
FALSE,FALSE,alternating,171,71,Maria wheeled him some fruit,Maria wheeled some fruit to him,indef,4,pronoun,1768,96
FALSE,FALSE,alternating,171,71,Michael wheeled the woman some fruit,Michael wheeled some fruit to the woman,indef,4,shortDefinite,1769,46
FALSE,FALSE,alternating,171,71,Mary wheeled a man some fruit,Mary wheeled some fruit to a man,indef,4,shortIndefinite,1770,97
FALSE,FALSE,alternating,171,71,Alice wheeled the woman wearing the hat something,Alice wheeled something to the woman wearing the hat,something,5,longDefinite,1771,48
FALSE,FALSE,alternating,171,71,John wheeled a man who was from work something,John wheeled something to a man who was from work,something,5,longIndefinite,1772,98
FALSE,FALSE,alternating,171,71,Maria wheeled him something,Maria wheeled something to him,something,5,pronoun,1773,49
FALSE,FALSE,alternating,171,71,Bob wheeled the woman something,Bob wheeled something to the woman,something,5,shortDefinite,1774,99
FALSE,FALSE,alternating,171,71,Bob wheeled a woman something,Bob wheeled something to a woman,something,5,shortIndefinite,1775,50
FALSE,FALSE,alternating,172,72,Mary leased the woman who was from work the apartment,Mary leased the apartment to the woman who was from work,def,1,longDefinite,1776,1
FALSE,FALSE,alternating,172,72,Michael leased a man who was from work the apartment,Michael leased the apartment to a man who was from work,def,1,longIndefinite,1777,51
FALSE,FALSE,alternating,172,72,Juan leased her the apartment,Juan leased the apartment to her,def,1,pronoun,1778,2
FALSE,FALSE,alternating,172,72,Michael leased the woman the apartment,Michael leased the apartment to the woman,def,1,shortDefinite,1779,52
FALSE,FALSE,alternating,172,72,Linda leased a woman the apartment,Linda leased the apartment to a woman,def,1,shortIndefinite,1780,3
FALSE,FALSE,alternating,172,72,Alice leased the man who was wearing the hat the home,Alice leased the home to the man who was wearing the hat,def,2,longDefinite,1781,54
FALSE,FALSE,alternating,172,72,Linda leased a man who was from work the home,Linda leased the home to a man who was from work,def,2,longIndefinite,1782,4
FALSE,FALSE,alternating,172,72,Mary leased him the home,Mary leased the home to him,def,2,pronoun,1783,55
FALSE,FALSE,alternating,172,72,Michael leased the woman the home,Michael leased the home to the woman,def,2,shortDefinite,1784,6
FALSE,FALSE,alternating,172,72,Mary leased a man the home,Mary leased the home to a man,def,2,shortIndefinite,1785,56
FALSE,FALSE,alternating,172,72,Maria leased the woman who was wearing the hat a space,Maria leased a space to the woman who was wearing the hat,indef,3,longDefinite,1786,7
FALSE,FALSE,alternating,172,72,Bob leased a man who was wearing a hat a space,Bob leased a space to a man who was wearing a hat,indef,3,longIndefinite,1787,57
FALSE,FALSE,alternating,172,72,Juan leased her a space,Juan leased a space to her,indef,3,pronoun,1788,8
FALSE,FALSE,alternating,172,72,Michael leased the man a space,Michael leased a space to the man,indef,3,shortDefinite,1789,59
FALSE,FALSE,alternating,172,72,Maria leased a man a space,Maria leased a space to a man,indef,3,shortIndefinite,1790,9
FALSE,FALSE,alternating,172,72,Juan leased the woman wearing the hat some equipment,Juan leased some equipment to the woman wearing the hat,indef,4,longDefinite,1791,60
FALSE,FALSE,alternating,172,72,Linda leased a woman who was from work some equipment,Linda leased some equipment to a woman who was from work,indef,4,longIndefinite,1792,11
FALSE,FALSE,alternating,172,72,Mary leased him some equipment,Mary leased some equipment to him,indef,4,pronoun,1793,61
FALSE,FALSE,alternating,172,72,Bob leased the man some equipment,Bob leased some equipment to the man,indef,4,shortDefinite,1794,12
FALSE,FALSE,alternating,172,72,Mary leased a woman some equipment,Mary leased some equipment to a woman,indef,4,shortIndefinite,1795,62
FALSE,FALSE,alternating,172,72,Mary leased the woman who was wearing the hat something,Mary leased something to the woman who was wearing the hat,something,5,longDefinite,1796,13
FALSE,FALSE,alternating,172,72,Mary leased a man who was from work something,Mary leased something to a man who was from work,something,5,longIndefinite,1797,64
FALSE,FALSE,alternating,172,72,John leased her something,John leased something to her,something,5,pronoun,1798,14
FALSE,FALSE,alternating,172,72,Mary leased the woman something,Mary leased something to the woman,something,5,shortDefinite,1799,65
FALSE,FALSE,alternating,172,72,Juan leased a woman something,Juan leased something to a woman,something,5,shortIndefinite,1800,16
FALSE,FALSE,alternating,173,73,John hurled the man who was from work the key,John hurled the key to the man who was from work,def,1,longDefinite,1801,66
FALSE,FALSE,alternating,173,73,Linda hurled a man who was from work the key,Linda hurled the key to a man who was from work,def,1,longIndefinite,1802,17
FALSE,FALSE,alternating,173,73,Linda hurled him the key,Linda hurled the key to him,def,1,pronoun,1803,67
FALSE,FALSE,alternating,173,73,Bob hurled the man the key,Bob hurled the key to the man,def,1,shortDefinite,1804,18
FALSE,FALSE,alternating,173,73,Juan hurled a man the key,Juan hurled the key to a man,def,1,shortIndefinite,1805,69
FALSE,FALSE,alternating,173,73,Linda hurled the woman who was from work the bag,Linda hurled the bag to the woman who was from work,def,2,longDefinite,1806,19
FALSE,FALSE,alternating,173,73,Michael hurled a woman from work the bag,Michael hurled the bag to a woman from work,def,2,longIndefinite,1807,70
FALSE,FALSE,alternating,173,73,John hurled her the bag,John hurled the bag to her,def,2,pronoun,1808,20
FALSE,FALSE,alternating,173,73,Bob hurled the woman the bag,Bob hurled the bag to the woman,def,2,shortDefinite,1809,71
FALSE,FALSE,alternating,173,73,Juan hurled a man the bag,Juan hurled the bag to a man,def,2,shortIndefinite,1810,22
FALSE,FALSE,alternating,173,73,Linda hurled the woman who was wearing the hat a ball,Linda hurled a ball to the woman who was wearing the hat,indef,3,longDefinite,1811,72
FALSE,FALSE,alternating,173,73,John hurled a woman from work a ball,John hurled a ball to a woman from work,indef,3,longIndefinite,1812,23
FALSE,FALSE,alternating,173,73,Mary hurled him a ball,Mary hurled a ball to him,indef,3,pronoun,1813,74
FALSE,FALSE,alternating,173,73,Linda hurled the man a ball,Linda hurled a ball to the man,indef,3,shortDefinite,1814,24
FALSE,FALSE,alternating,173,73,Linda hurled a man a ball,Linda hurled a ball to a man,indef,3,shortIndefinite,1815,75
FALSE,FALSE,alternating,173,73,Juan hurled the woman who was wearing the hat a necklace,Juan hurled a necklace to the woman who was wearing the hat,indef,4,longDefinite,1816,25
FALSE,FALSE,alternating,173,73,Alice hurled a woman wearing a hat a necklace,Alice hurled a necklace to a woman wearing a hat,indef,4,longIndefinite,1817,76
FALSE,FALSE,alternating,173,73,Maria hurled him a necklace,Maria hurled a necklace to him,indef,4,pronoun,1818,27
FALSE,FALSE,alternating,173,73,Bob hurled the woman a necklace,Bob hurled a necklace to the woman,indef,4,shortDefinite,1819,77
FALSE,FALSE,alternating,173,73,Bob hurled a man a necklace,Bob hurled a necklace to a man,indef,4,shortIndefinite,1820,28
FALSE,FALSE,alternating,173,73,Michael hurled the man wearing the hat something,Michael hurled something to the man wearing the hat,something,5,longDefinite,1821,79
FALSE,FALSE,alternating,173,73,Linda hurled a man wearing a hat something,Linda hurled something to a man wearing a hat,something,5,longIndefinite,1822,29
FALSE,FALSE,alternating,173,73,John hurled her something,John hurled something to her,something,5,pronoun,1823,80
FALSE,FALSE,alternating,173,73,Alice hurled the woman something,Alice hurled something to the woman,something,5,shortDefinite,1824,30
FALSE,FALSE,alternating,173,73,Michael hurled a man something,Michael hurled something to a man,something,5,shortIndefinite,1825,81
FALSE,TRUE,alternating,174,74,Maria smuggled the team from work the packages,Maria smuggled the packages to the team from work,def,1,longDefinite,1826,32
FALSE,TRUE,alternating,174,74,Juan smuggled a team from work the packages,Juan smuggled the packages to a team from work,def,1,longIndefinite,1827,82
FALSE,TRUE,alternating,174,74,John smuggled them the packages,John smuggled the packages to them,def,1,pronoun,1828,33
FALSE,TRUE,alternating,174,74,Michael smuggled the team the packages,Michael smuggled the packages to the team,def,1,shortDefinite,1829,83
FALSE,TRUE,alternating,174,74,Mary smuggled a team the packages,Mary smuggled the packages to a team,def,1,shortIndefinite,1830,34
FALSE,TRUE,alternating,174,74,John smuggled the team from work the students,John smuggled the students to the team from work,def,2,longDefinite,1831,85
FALSE,TRUE,alternating,174,74,Maria smuggled a team from work the students,Maria smuggled the students to a team from work,def,2,longIndefinite,1832,35
FALSE,TRUE,alternating,174,74,Alice smuggled them the students,Alice smuggled the students to them,def,2,pronoun,1833,86
FALSE,TRUE,alternating,174,74,Bob smuggled the team the students,Bob smuggled the students to the team,def,2,shortDefinite,1834,37
FALSE,TRUE,alternating,174,74,Mary smuggled a team the students,Mary smuggled the students to a team,def,2,shortIndefinite,1835,87
FALSE,TRUE,alternating,174,74,Michael smuggled the team from work some instruments,Michael smuggled some instruments to the team from work,indef,3,longDefinite,1836,38
FALSE,TRUE,alternating,174,74,Linda smuggled a team from work some instruments,Linda smuggled some instruments to a team from work,indef,3,longIndefinite,1837,88
FALSE,TRUE,alternating,174,74,Bob smuggled them some instruments,Bob smuggled some instruments to them,indef,3,pronoun,1838,39
FALSE,TRUE,alternating,174,74,Mary smuggled the team some instruments,Mary smuggled some instruments to the team,indef,3,shortDefinite,1839,90
FALSE,TRUE,alternating,174,74,Maria smuggled a team some instruments,Maria smuggled some instruments to a team,indef,3,shortIndefinite,1840,40
FALSE,TRUE,alternating,174,74,Linda smuggled the team from work a knife,Linda smuggled a knife to the team from work,indef,4,longDefinite,1841,91
FALSE,TRUE,alternating,174,74,Juan smuggled a team from work a knife,Juan smuggled a knife to a team from work,indef,4,longIndefinite,1842,42
