takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio,BehavDOpreference,ngram_ratio,LSTM_ratio,GPT2_ratio,XLNet_ratio,GPT2_large_ratio,LSTM_ratio_new
FALSE,TRUE,alternating,156,56,John preached a team a story,John preached a story to a team,indef,3,shortIndefinite,1390,61,-39.67173341521993,-40.22624844964594,0.5545150344260037,15.7,-0.23888015747070312,-5.168694972991943,-4.941429376602173,11.587578356266022,-1.731743574142456,-2.7041256427764893
FALSE,TRUE,alternating,156,56,Michael preached the team from work a sermon,Michael preached a sermon to the team from work,indef,4,longDefinite,1391,12,-69.21515950281173,-32.93463036324829,-36.28052913956344,15.857142857142858,-3.1790809631347656,-5.600668966770172,-7.442879676818848,-8.015713691711426,-13.247618913650513,-5.157639563083649
FALSE,TRUE,alternating,156,56,Mary preached a team from work a sermon,Mary preached a sermon to a team from work,indef,4,longIndefinite,1392,63,-67.05836091283709,-35.4919923460111,-31.566368566825986,25.11111111111111,-3.194307327270508,-6.281312108039856,-7.438396692276001,-1.040297269821167,-8.588197767734528,-6.38907253742218
FALSE,TRUE,alternating,156,56,John preached them a sermon,John preached a sermon to them,indef,4,pronoun,1393,13,-14.367972299456596,-11.19977665413171,-3.168195645324886,20.333333333333332,-2.6102333068847656,1.2290573120117188,-0.8358032703399658,3.504695415496826,0.24213498830795288,-2.6277133226394653
FALSE,TRUE,alternating,156,56,Linda preached the team a sermon,Linda preached a sermon to the team,indef,4,shortDefinite,1394,64,-39.557851899182424,-21.391544522019103,-18.16630737716332,21.7,-2.588796615600586,-8.885534465312958,-0.9338474273681641,-6.222701668739319,-4.396743416786194,-7.461187183856964
FALSE,TRUE,alternating,156,56,Bob preached a team a sermon,Bob preached a sermon to a team,indef,4,shortIndefinite,1395,14,-41.27379761263728,-30.237078860402107,-11.036718752235174,9.2,-3.261962890625,-3.356288194656372,-6.974261522293091,1.1554919481277466,-5.558809518814087,-3.020392894744873
FALSE,TRUE,alternating,156,56,John preached the team from work something,John preached something to the team from work,something,5,longDefinite,1396,65,-65.57574354857206,-41.09852772927843,-24.477215819293633,14.272727272727273,2.6114044189453125,-5.7086732387542725,-7.679566144943237,-0.4558990001678467,-8.50371778011322,-4.90514600276947
FALSE,TRUE,alternating,156,56,Michael preached a team from work something,Michael preached something to a team from work,something,5,longIndefinite,1397,16,-64.27673698030412,-48.07270012050867,-16.20403685979545,8.0,2.362293243408203,-6.146023988723755,-7.042864799499512,5.157787322998047,-7.525036096572876,-4.316993236541748
FALSE,TRUE,alternating,156,56,Bob preached them something,Bob preached something to them,something,5,pronoun,1398,66,-35.01132284011692,-29.046936063328758,-5.96438677678816,24.272727272727273,2.1904258728027344,-1.8324437141418457,-2.3316619396209717,0.614426851272583,-1.0162537097930908,-5.027808368206024
FALSE,TRUE,alternating,156,56,Linda preached the team something,Linda preached something to the team,something,5,shortDefinite,1399,17,-42.3200593511574,-31.801135987974703,-10.518923363182694,18.25,1.8338260650634766,-5.113930821418762,-3.1051748991012573,-3.4964253902435303,-3.0560115575790405,-4.917696237564087
FALSE,TRUE,alternating,156,56,Alice preached a team something,Alice preached something to a team,something,5,shortIndefinite,1400,68,-48.531447472050786,-42.95168523490429,-5.579762237146497,13.11111111111111,1.5931224822998047,-4.82340931892395,-5.448832750320435,-1.8277311325073242,-3.0599725246429443,-4.03361177444458
FALSE,FALSE,alternating,157,57,Juan hauled the woman who was from work the bananas,Juan hauled the bananas to the woman who was from work,def,1,longDefinite,1401,18,-63.53247523563914,-50.249721186643,-13.28275404899614,23.0,1.9016647338867188,-1.0497655868530273,-5.741077184677124,2.0151410698890686,-8.156152307987213,-2.7316508293151855
FALSE,FALSE,alternating,157,57,Alice hauled a man who was from work the bananas,Alice hauled the bananas to a man who was from work,def,1,longIndefinite,1402,69,-63.83558256505057,-46.92103559663519,-16.91454696841538,17.5,1.1296463012695312,-2.2789989709854126,-4.043196439743042,3.2387373447418213,-4.423035144805908,-3.0152430534362793
FALSE,FALSE,alternating,157,57,Maria hauled him the bananas,Maria hauled the bananas to him,def,1,pronoun,1403,19,-41.50248913897667,-36.434847903845366,-5.067641235131305,38.666666666666664,3.6736717224121094,-1.0387072563171387,0.36408770084381104,5.118491530418396,1.6116838455200195,-1.2268015146255493
FALSE,FALSE,alternating,157,57,Michael hauled the man the bananas,Michael hauled the bananas to the man,def,1,shortDefinite,1404,70,-35.11333497392479,-36.8187791936798,1.7054442197550088,12.222222222222221,2.914216995239258,-3.380252718925476,-1.040825366973877,6.223775625228882,-0.5260024070739746,-1.9068728685379028
FALSE,FALSE,alternating,157,57,Mary hauled a woman the bananas,Mary hauled the bananas to a woman,def,1,shortIndefinite,1405,21,-53.92072187690064,-45.278152351267636,-8.642569525633007,28.1,1.7619171142578125,-4.57655668258667,1.3376262187957764,0.7256090641021729,-1.6715611219406128,-5.940150141716003
FALSE,FALSE,alternating,157,57,Linda hauled the man from work the fruit,Linda hauled the fruit to the man from work,def,2,longDefinite,1406,71,-57.33752662711777,-51.496199877990875,-5.8413267491268925,31.363636363636363,1.0920753479003906,3.3539592027664185,-3.904733657836914,0.43135929107666016,-4.625127851963043,1.1259570121765137
FALSE,FALSE,alternating,157,57,John hauled a man who was from work the fruit,John hauled the fruit to a man who was from work,def,2,longIndefinite,1407,22,-64.60411087982357,-43.85429422406014,-20.749816655763425,37.45454545454545,0.12665557861328125,-1.638179898262024,-3.7968688011169434,-0.5314455032348633,-7.272245287895203,-0.891112208366394
FALSE,FALSE,alternating,157,57,Linda hauled him the fruit,Linda hauled the fruit to him,def,2,pronoun,1408,72,-39.413036452955566,-34.34353194464347,-5.069504508312093,35.81818181818182,2.6706771850585938,-1.1870958805084229,1.4034326076507568,11.348286151885986,0.9226524829864502,-0.6727966070175171
FALSE,FALSE,alternating,157,57,Bob hauled the man the fruit,Bob hauled the fruit to the man,def,2,shortDefinite,1409,23,-34.5315441879211,-37.4125982861151,2.8810540981939994,40.714285714285715,1.2470169067382812,-5.342686653137207,-0.23695683479309082,7.71134090423584,-1.5941651463508606,-1.159995198249817
FALSE,FALSE,alternating,157,57,Juan hauled a woman the fruit,Juan hauled the fruit to a woman,def,2,shortIndefinite,1410,74,-52.17001182259992,-46.893186322646216,-5.276825499953702,12.76923076923077,0.7589225769042969,-3.931098222732544,0.8685939311981201,5.926659345626831,-4.032863736152649,-4.09359884262085
FALSE,FALSE,alternating,157,57,Alice hauled the man from work a shipment,Alice hauled a shipment to the man from work,indef,3,longDefinite,1411,24,-56.94477231614292,-49.34870439977385,-7.596067916369066,20.4,0.67724609375,2.3845075368881226,-2.2351685762405396,0.34221839904785156,-7.04072368144989,0.22545480728149414
FALSE,FALSE,alternating,157,57,Mary hauled a man who was wearing a hat a shipment,Mary hauled a shipment to a man who was wearing a hat,indef,3,longIndefinite,1412,75,-43.10736292391084,-37.707587987650186,-5.3997749362606555,6.25,-0.8266868591308594,-9.237803101539612,-0.71139857172966,-1.462659329175949,-4.013102293014526,-8.995397210121155
FALSE,FALSE,alternating,157,57,Michael hauled her a shipment,Michael hauled a shipment to her,indef,3,pronoun,1413,26,-38.60097893397324,-36.92698748130351,-1.6739914526697248,30.444444444444443,0.2263946533203125,-0.9232263565063477,2.862403154373169,6.101980447769165,1.4838809967041016,1.794065237045288
FALSE,FALSE,alternating,157,57,Mary hauled the woman a shipment,Mary hauled a shipment to the woman,indef,3,shortDefinite,1414,76,-37.426188070792705,-42.90497310727369,5.478785036480986,20.2,0.5209999084472656,0.8597135543823242,3.268447160720825,6.250563621520996,-1.56534743309021,-0.5322540998458862
FALSE,FALSE,alternating,157,57,Alice hauled a man a shipment,Alice hauled a shipment to a man,indef,3,shortIndefinite,1415,27,-42.15110819414258,-48.00570581108332,5.854597616940737,20.428571428571427,1.7128105163574219,-5.637346982955933,0.47998762130737305,4.934492260217667,-1.2372407913208008,-2.575860023498535
FALSE,FALSE,alternating,157,57,Maria hauled the woman from work some furniture,Maria hauled some furniture to the woman from work,indef,4,longDefinite,1416,77,-60.67562671680935,-49.24870694021229,-11.42691977659706,29.3,-0.0653228759765625,-4.5788809061050415,-4.26696515083313,4.202151298522949,-7.209548771381378,-0.4087613821029663
FALSE,FALSE,alternating,157,57,Maria hauled a woman who was from work some furniture,Maria hauled some furniture to a woman who was from work,indef,4,longIndefinite,1417,28,-74.47658344800584,-47.50171748001594,-26.9748659679899,23.0,0.03279876708984375,-5.97697377204895,-3.540768265724182,-2.5138609409332275,-1.2792450189590454,-4.1761263608932495
FALSE,FALSE,alternating,157,57,John hauled her some furniture,John hauled some furniture to her,indef,4,pronoun,1418,79,-31.15119903581217,-30.32885795016773,-0.8223410856444389,28.09090909090909,-0.3250312805175781,-7.59798526763916,3.2472684383392334,10.491537809371948,2.8800477981567383,-0.3328472375869751
FALSE,FALSE,alternating,157,57,Alice hauled the woman some furniture,Alice hauled some furniture to the woman,indef,4,shortDefinite,1419,29,-32.385530413128436,-37.7954503839137,5.409919970785268,41.6,-0.015659332275390625,-2.6266415119171143,2.24795001745224,3.7886550426483154,2.0964678525924683,-0.5003981590270996
FALSE,FALSE,alternating,157,57,Michael hauled a woman some furniture,Michael hauled some furniture to a woman,indef,4,shortIndefinite,1420,80,-42.77416696958244,-42.5277513662586,-0.2464156033238396,13.6,0.19005393981933594,-4.470117807388306,1.625262975692749,3.5741965770721436,3.346461534500122,-2.7419955730438232
FALSE,FALSE,alternating,157,57,Maria hauled the woman wearing the hat something,Maria hauled something to the woman wearing the hat,something,5,longDefinite,1421,31,-52.19301895657554,-46.8297514966398,-5.3632674599357415,15.88888888888889,1.27362060546875,-4.672499179840088,-2.4422497749328613,-4.073469042778015,-6.45354700088501,-3.9318841695785522
FALSE,FALSE,alternating,157,57,Juan hauled a woman who was wearing a hat something,Juan hauled something to a woman who was wearing a hat,something,5,longIndefinite,1422,81,-43.99468471319415,-40.938961602863856,-3.055723110330291,9.416666666666666,0.4488639831542969,-1.0839815139770508,-2.2546242475509644,-4.755796909332275,-3.441534399986267,-4.676042675971985
FALSE,FALSE,alternating,157,57,Michael hauled her something,Michael hauled something to her,something,5,pronoun,1423,32,-39.322816487867385,-36.132177696039435,-3.1906387918279506,27.3,0.4657611846923828,-2.82713520526886,1.7695343494415283,7.994258403778076,2.152963638305664,-2.6123396158218384
FALSE,FALSE,alternating,157,57,Mary hauled the man something,Mary hauled something to the man,something,5,shortDefinite,1424,82,-40.15606153709814,-38.332674030796625,-1.8233875063015148,35.111111111111114,1.5066509246826172,-2.915673613548279,0.31229734420776367,-2.597882866859436,-2.078153669834137,-2.515327572822571
FALSE,FALSE,alternating,157,57,Bob hauled a man something,Bob hauled something to a man,something,5,shortIndefinite,1425,33,-47.78813174646348,-43.953428104519844,-3.8347036419436336,20.2,1.3395767211914062,-2.6161060333251953,0.6643080711364746,2.1492419242858887,-3.1188018321990967,-2.998770236968994
FALSE,FALSE,alternating,158,58,Linda conceded the man from work the point,Linda conceded the point to the man from work,def,1,longDefinite,1426,84,-53.24378865258768,-32.81794129463378,-20.4258473579539,9.9,-1.3896865844726562,-5.97437584400177,-3.4075496196746826,8.60440182685852,-7.452359437942505,-5.286687970161438
FALSE,FALSE,alternating,158,58,John conceded a man wearing a hat the point,John conceded the point to a man wearing a hat,def,1,longIndefinite,1427,34,-38.14855480380356,-27.902105919085443,-10.24644888471812,16.0,-2.9516525268554688,-11.012965679168701,-10.712065756320953,1.267324686050415,-13.40565973520279,-11.620123267173767
FALSE,FALSE,alternating,158,58,Bob conceded her the point,Bob conceded the point to her,def,1,pronoun,1428,85,-26.112302314606495,-22.95275057363324,-3.1595517409732565,50.44444444444444,-1.0301284790039062,-1.828446626663208,-1.4070422649383545,11.227925658226013,-3.7373545169830322,-3.7275307178497314
FALSE,FALSE,alternating,158,58,Bob conceded the woman the point,Bob conceded the point to the woman,def,1,shortDefinite,1429,35,-30.255955552798696,-26.416452755918726,-3.8395027968799695,8.166666666666666,-1.8162727355957031,-1.5113530158996582,-3.041835069656372,7.255211353302002,-7.8683342933654785,-4.154941439628601
FALSE,FALSE,alternating,158,58,Michael conceded a woman the point,Michael conceded the point to a woman,def,1,shortIndefinite,1430,86,-39.57983336504549,-29.482721996027976,-10.097111369017512,15.666666666666666,-2.1259422302246094,-5.043033242225647,-3.940398693084717,5.749380826950073,-6.167536735534668,-5.981479644775391
FALSE,FALSE,alternating,158,58,Maria conceded the woman who was from work the victory,Maria conceded the victory to the woman who was from work,def,2,longDefinite,1431,37,-57.2296509637963,-42.7242367696017,-14.5054141941946,28.90909090909091,-1.019287109375,-6.442336797714233,-5.757781267166138,1.102803349494934,-8.962380409240723,-6.758103430271149
FALSE,FALSE,alternating,158,58,Juan conceded a man wearing a hat the victory,Juan conceded the victory to a man wearing a hat,def,2,longIndefinite,1432,87,-41.113083398900926,-24.79694061167538,-16.316142787225544,16.916666666666668,-0.8035659790039062,-8.440946757793427,-9.219025015830994,1.6906211376190186,-15.1389100253582,-11.561072587966919
FALSE,FALSE,alternating,158,58,Maria conceded him the victory,Maria conceded the victory to him,def,2,pronoun,1433,38,-21.335163190960884,-20.150091141462326,-1.185072049498558,22.77777777777778,0.9134292602539062,-1.9366223812103271,3.358497381210327,-6.588512182235718,1.1822407245635986,-2.203697621822357
FALSE,FALSE,alternating,158,58,John conceded the man the victory,John conceded the victory to the man,def,2,shortDefinite,1434,89,-23.83671045815572,-23.948514486663043,0.11180402850732207,34.9,-0.006732940673828125,-3.7199831008911133,1.535773515701294,3.651733636856079,-3.185007691383362,-4.673017263412476
FALSE,FALSE,alternating,158,58,Juan conceded a woman the victory,Juan conceded the victory to a woman,def,2,shortIndefinite,1435,39,-39.32572200521827,-29.16602862253785,-10.159693382680416,15.4,0.022146224975585938,-4.2138471603393555,-3.4308741092681885,1.6804823875427246,-6.939783096313477,-5.9903645515441895
FALSE,FALSE,alternating,158,58,Mary conceded the woman who was wearing the hat an argument,Mary conceded an argument to the woman who was wearing the hat,indef,3,longDefinite,1436,90,-40.97317605034914,-39.25088015967049,-1.7222958906786516,18.11111111111111,-0.11281967163085938,-7.114081263542175,-4.724135160446167,-9.293661117553711,-5.9639972448349,-9.102971315383911
FALSE,FALSE,alternating,158,58,Alice conceded a woman from work an argument,Alice conceded an argument to a woman from work,indef,3,longIndefinite,1437,40,-65.30635313224047,-49.71492254640907,-15.591430585831404,13.6,0.7048873901367188,-3.9138965606689453,-6.38085412979126,2.9681575298309326,-7.3227434158325195,-2.4856808185577393
FALSE,FALSE,alternating,158,58,Michael conceded her an argument,Michael conceded an argument to her,indef,3,pronoun,1438,91,-35.900431393878534,-33.293514928314835,-2.6069164655636996,8.9,2.2837600708007812,-3.4815404415130615,-0.900005578994751,6.461207389831543,-0.7707216739654541,-1.0792045593261719
FALSE,FALSE,alternating,158,58,Michael conceded the woman an argument,Michael conceded an argument to the woman,indef,3,shortDefinite,1439,42,-34.1821348273661,-37.27603476122022,3.093899933854118,14.818181818181818,0.5850124359130859,-1.9962140321731567,-3.3851263523101807,4.304433703422546,-6.240376353263855,-3.198790669441223
FALSE,FALSE,alternating,158,58,Alice conceded a man an argument,Alice conceded an argument to a man,indef,3,shortIndefinite,1440,92,-46.96509884763509,-38.017077973112464,-8.948020874522626,19.785714285714285,0.7526454925537109,-1.962510347366333,-3.2537856101989746,2.1500078439712524,-3.7972922325134277,-1.9806981086730957
FALSE,FALSE,alternating,158,58,John conceded the woman from work a spot,John conceded a spot to the woman from work,indef,4,longDefinite,1441,43,-57.21020933124237,-44.01286084228195,-13.197348488960415,47.5,-0.8646125793457031,-3.086994171142578,-0.6783304214477539,2.259659767150879,-9.444117069244385,-4.102389991283417
FALSE,FALSE,alternating,158,58,Maria conceded a woman who was from work a spot,Maria conceded a spot to a woman who was from work,indef,4,longIndefinite,1442,94,-64.69039947376586,-47.2287014327012,-17.461698041064665,15.875,-0.2531318664550781,-4.457244157791138,-1.7456529140472412,0.35591578483581543,-9.134187936782837,-3.203521966934204
FALSE,FALSE,alternating,158,58,Linda conceded him a spot,Linda conceded a spot to him,indef,4,pronoun,1443,44,-33.394310140633024,-34.028197856852785,0.6338877162197605,34.857142857142854,1.768575668334961,-0.9315557479858398,5.003756523132324,8.330321788787842,3.5722928047180176,-1.3277908563613892
FALSE,FALSE,alternating,158,58,Alice conceded the man a spot,Alice conceded a spot to the man,indef,4,shortDefinite,1444,95,-36.13274873467162,-34.64363400894217,-1.4891147257294506,25.714285714285715,0.25511932373046875,-0.8442533016204834,1.5961021184921265,4.855762720108032,-4.225138306617737,-1.5446367263793945
FALSE,FALSE,alternating,158,58,John conceded a woman a spot,John conceded a spot to a woman,indef,4,shortIndefinite,1445,45,-41.696585186291486,-38.09267294406891,-3.6039122422225773,18.153846153846153,0.5988502502441406,-2.7193796634674072,1.117396354675293,7.073368579149246,-6.991828680038452,-2.2592310905456543
FALSE,FALSE,alternating,158,58,Mary conceded the woman who was wearing the hat something,Mary conceded something to the woman who was wearing the hat,something,5,longDefinite,1446,96,-39.57352489628829,-33.82115682406584,-5.752368072222453,12.363636363636363,0.9047584533691406,-5.663580894470215,-7.950055122375488,-4.510610580444336,-7.636418461799622,-8.962859809398651
FALSE,FALSE,alternating,158,58,Juan conceded a woman from work something,Juan conceded something to a woman from work,something,5,longIndefinite,1447,47,-67.25793385133147,-43.67855582339689,-23.57937802793458,19.11111111111111,1.8900299072265625,-2.058757185935974,-7.1689677238464355,0.807335615158081,-9.025362968444824,-6.0779935121536255
FALSE,FALSE,alternating,158,58,John conceded her something,John conceded something to her,something,5,pronoun,1448,97,-38.610200982075185,-26.68444423470646,-11.925756747368723,28.5,1.5361957550048828,-6.353826880455017,-2.7009713649749756,-0.01847553253173828,-2.7043817043304443,-5.945867419242859
FALSE,FALSE,alternating,158,58,Maria conceded the man something,Maria conceded something to the man,something,5,shortDefinite,1449,48,-30.027381520951167,-30.715139657608233,0.6877581366570666,32.25,1.7623748779296875,1.4052046537399292,-6.444616317749023,-2.595668315887451,-5.88010036945343,-4.442741513252258
FALSE,FALSE,alternating,158,58,John conceded a woman something,John conceded something to a woman,something,5,shortIndefinite,1450,99,-52.59504065010697,-38.88324034959078,-13.711800300516188,18.09090909090909,1.593282699584961,-0.9238977432250977,-5.725707769393921,4.527242660522461,-8.236849069595337,-6.888692736625671
TRUE,FALSE,alternating,159,59,Maria willed the woman who was wearing the hat her entire fortune,Maria willed her entire fortune to the woman who was wearing the hat,def,1,longDefinite,1451,49,-37.01061768573709,-26.408510953187943,-10.602106732549146,29.307692307692307,0.4267539978027344,-6.129220128059387,-6.080467045307159,-7.729025602340698,-11.808636009693146,-9.1119384765625
TRUE,FALSE,alternating,159,59,Linda willed a woman who was wearing a hat her entire fortune,Linda willed her entire fortune to a woman who was wearing a hat,def,1,longIndefinite,1452,0,-45.869988756487146,-27.434752293629572,-18.435236462857574,29.666666666666668,-0.7215652465820312,-13.490964591503143,-1.5722910165786743,-4.47999119758606,-16.724048733711243,-16.467389583587646
TRUE,FALSE,alternating,159,59,Maria willed him her entire fortune,Maria willed her entire fortune to him,def,1,pronoun,1453,50,-29.78066406957805,-24.299244756344706,-5.481419313233346,25.166666666666668,3.738706588745117,-1.3564388155937195,-1.3849380612373352,2.332220196723938,0.013312280178070068,0.8886257410049438
TRUE,FALSE,alternating,159,59,Maria willed the man her entire fortune,Maria willed her entire fortune to the man,def,1,shortDefinite,1454,1,-28.424553679069504,-26.83339301496744,-1.5911606641020626,48.3,2.7626190185546875,-5.972476363182068,-0.15203219652175903,4.172527313232422,-5.639527857303619,-3.1490487456321716
TRUE,FALSE,alternating,159,59,Mary willed a man her entire fortune,Mary willed her entire fortune to a man,def,1,shortIndefinite,1455,52,-33.330475631635636,-23.904563926625997,-9.42591170500964,29.846153846153847,0.4153289794921875,-5.651235818862915,-3.0716689825057983,11.389666318893433,-5.988379418849945,-6.2548582553863525
FALSE,FALSE,alternating,159,59,Mary willed the woman wearing the hat the estate,Mary willed the estate to the woman wearing the hat,def,2,longDefinite,1456,2,-39.57002209103666,-34.107043070252985,-5.462979020783678,10.909090909090908,-5.028717041015625,-8.142157018184662,-5.473042607307434,-4.808154940605164,-7.391162216663361,-10.60487687587738
FALSE,FALSE,alternating,159,59,Linda willed a woman from work the estate,Linda willed the estate to a woman from work,def,2,longIndefinite,1457,53,-70.87102453084663,-38.37982389109675,-32.49120063974988,15.76923076923077,-4.483781814575195,-3.839065432548523,-3.9495010375976562,8.776944398880005,-6.795020639896393,-6.87108039855957
FALSE,FALSE,alternating,159,59,Alice willed him the estate,Alice willed the estate to him,def,2,pronoun,1458,3,-27.442387476563454,-22.89137475239113,-4.551012724172324,35.285714285714285,-3.152179718017578,-1.8513893485069275,-3.9383922815322876,0.17171621322631836,-1.179480493068695,-3.7313045859336853
FALSE,FALSE,alternating,159,59,Linda willed the woman the estate,Linda willed the estate to the woman,def,2,shortDefinite,1459,54,-33.27150224754587,-32.230412208708,-1.041090038837865,38.0,-4.120796203613281,-3.034356117248535,-2.9404876232147217,-1.2349606156349182,-2.1163293719291687,-3.3564168214797974
FALSE,FALSE,alternating,159,59,Alice willed a woman the estate,Alice willed the estate to a woman,def,2,shortIndefinite,1460,5,-39.76949707604945,-24.996216454776004,-14.773280621273443,25.0,-4.390722274780273,-5.193589389324188,-4.911653399467468,0.7737607955932617,-4.886710107326508,-8.426499962806702
FALSE,FALSE,alternating,159,59,Mary willed the man who was from work the house,Mary willed the house to the man who was from work,indef,3,longDefinite,1461,55,-51.8735485188663,-42.51504069205839,-9.358507826807909,15.0,-0.652862548828125,-3.0009349584579468,-1.7229145765304565,-5.072105884552002,-4.682863235473633,-4.407967448234558
FALSE,FALSE,alternating,159,59,Michael willed a man from work the house,Michael willed the house to a man from work,indef,3,longIndefinite,1462,6,-60.39322347659618,-31.191213202371728,-29.20201027422445,20.555555555555557,-1.3935966491699219,-5.777283787727356,-3.3044440746307373,-2.1353092193603516,-4.6895376443862915,-5.623246908187866
FALSE,FALSE,alternating,159,59,Juan willed her the house,Juan willed the house to her,indef,3,pronoun,1463,57,-30.51132756145671,-23.735997128067538,-6.775330433389172,42.77777777777778,-0.14887428283691406,-7.134894371032715,-3.6874210834503174,4.087870121002197,-0.8669354319572449,-5.862164497375488
FALSE,FALSE,alternating,159,59,Maria willed the woman the house,Maria willed the house to the woman,indef,3,shortDefinite,1464,7,-30.01811561267823,-27.328110084636137,-2.690005528042093,41.4,-0.24788475036621094,-3.643305480480194,-1.3233157396316528,2.190977454185486,-1.2619359493255615,-3.6694825887680054
FALSE,FALSE,alternating,159,59,Alice willed a man the house,Alice willed the house to a man,indef,3,shortIndefinite,1465,58,-34.56764828367159,-22.545243902946822,-12.022404380724765,8.2,-1.5266151428222656,-6.952039122581482,-4.243485927581787,0.7375888824462891,-3.108504295349121,-8.892749309539795
FALSE,FALSE,alternating,159,59,Michael willed the woman from work a painting,Michael willed a painting to the woman from work,indef,4,longDefinite,1466,8,-66.85930516850203,-50.52976290276274,-16.329542265739292,39.18181818181818,1.5027885437011719,-3.254147171974182,-1.2878825664520264,3.4198219776153564,-4.903774619102478,-2.8288843631744385
FALSE,FALSE,alternating,159,59,Bob willed a woman who was from work a painting,Bob willed a painting to a woman who was from work,indef,4,longIndefinite,1467,59,-74.89937359141186,-56.80433080205694,-18.09504278935492,20.8,-0.2585792541503906,-5.146163582801819,-3.101863145828247,-1.5361626148223877,-4.138685464859009,-4.00930380821228
FALSE,FALSE,alternating,159,59,Bob willed her a painting,Bob willed a painting to her,indef,4,pronoun,1468,10,-37.73031497001648,-41.00155430287123,3.2712393328547478,42.0,1.5252552032470703,-5.65427839756012,0.049254417419433594,16.27865505218506,1.3170055150985718,-3.732831597328186
FALSE,FALSE,alternating,159,59,Alice willed the man a painting,Alice willed a painting to the man,indef,4,shortDefinite,1469,60,-35.253516734577715,-40.03101610811427,4.777499373536557,54.083333333333336,2.6225242614746094,-1.3169430494308472,-0.10346698760986328,10.494432210922241,0.055528879165649414,-3.351985454559326
FALSE,FALSE,alternating,159,59,John willed a man a painting,John willed a painting to a man,indef,4,shortIndefinite,1470,11,-37.23334522731602,-37.352757934480906,0.11941270716488361,35.44444444444444,1.374786376953125,-3.5570473670959473,0.03772902488708496,9.629629075527191,-0.6006975173950195,-4.439287543296814
FALSE,FALSE,alternating,159,59,Mary willed the woman wearing the hat something,Mary willed something to the woman wearing the hat,something,5,longDefinite,1471,62,-39.57148331170902,-39.344489680173865,-0.2269936315351515,31.444444444444443,1.5950775146484375,-5.137488961219788,-2.5481854677200317,2.1990382075309753,-6.482134997844696,-6.001821398735046
FALSE,FALSE,alternating,159,59,Alice willed a woman who was from work something,Alice willed something to a woman who was from work,something,5,longIndefinite,1472,12,-62.08450136752799,-51.87819473515265,-10.206306632375345,17.428571428571427,0.06549072265625,-0.9014724493026733,-3.606722116470337,-3.729872941970825,-4.226335644721985,-3.2904021739959717
FALSE,FALSE,alternating,159,59,Alice willed him something,Alice willed something to him,something,5,pronoun,1473,63,-25.929971761768684,-31.253159531392157,5.323187769623473,51.22222222222222,2.190603256225586,-2.9680858850479126,-1.640709400177002,0.9648751020431519,0.8613775968551636,-3.2652050256729126
FALSE,FALSE,alternating,159,59,John willed the woman something,John willed something to the woman,something,5,shortDefinite,1474,13,-28.76733381219674,-30.229090752545744,1.4617569403490052,24.0,1.595083236694336,-0.7837960720062256,-1.343839168548584,-0.2468794584274292,-0.32310593128204346,-5.352694749832153
FALSE,FALSE,alternating,159,59,Linda willed a man something,Linda willed something to a man,something,5,shortIndefinite,1475,64,-48.89273753389716,-41.564637129893526,-7.328100404003635,32.7,0.17754173278808594,0.2318429946899414,-1.338087558746338,1.4335861206054688,-2.4187694787979126,-5.606134057044983
FALSE,FALSE,alternating,160,60,Mary emailed the woman from work the information,Mary emailed the information to the woman from work,def,1,longDefinite,1476,15,-42.41099552123342,-25.056388329699985,-17.354607191533432,31.181818181818183,-1.2181015014648438,-1.4686663150787354,-0.44250810146331787,9.111797094345093,-0.2896255850791931,-3.2993379831314087
FALSE,FALSE,alternating,160,60,Juan emailed a woman from work the information,Juan emailed the information to a woman from work,def,1,longIndefinite,1477,65,-47.75208210805431,-29.055454600369558,-18.696627507684752,40.0,-0.782379150390625,-0.6240726709365845,-2.9110706448554993,8.065004825592041,-3.129974126815796,-3.050955295562744
FALSE,FALSE,alternating,160,60,Bob emailed her the information,Bob emailed the information to her,def,1,pronoun,1478,16,-15.817015253240243,-18.402758929587435,2.5857436763471924,63.375,0.12961196899414062,-2.54085111618042,2.9260247945785522,4.902515888214111,2.6446405053138733,-1.2763671875
FALSE,FALSE,alternating,160,60,John emailed the man the information,John emailed the information to the man,def,1,shortDefinite,1479,66,-13.334280466893688,-18.631649839662714,5.297369372769026,49.09090909090909,-0.17274856567382812,-6.141146540641785,1.862724781036377,8.751971960067749,0.4504363536834717,-2.2902969121932983
FALSE,FALSE,alternating,160,60,Michael emailed a man the information,Michael emailed the information to a man,def,1,shortIndefinite,1480,17,-25.48826325777918,-23.630635079578497,-1.8576281782006845,33.583333333333336,-0.3077430725097656,-5.337400197982788,1.2582143545150757,-1.4056241512298584,-3.4401639103889465,-4.518771171569824
FALSE,FALSE,alternating,160,60,Linda emailed the man who was wearing the hat the message,Linda emailed the message to the man who was wearing the hat,def,2,longDefinite,1481,68,-20.94158306083409,-23.82079503616842,2.8792119753343286,15.777777777777779,-2.206287384033203,-7.212609887123108,-2.6697418093681335,0.630448579788208,-1.1929267048835754,-5.773466467857361
