takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,ratio
FALSE,FALSE,alternating,132,32,Maria handed a woman a pill,Maria handed a pill to a woman,indef,4,shortIndefinite,795,42,-31.759384702774696,-34.17912705033086,2.4197423475561664
FALSE,FALSE,alternating,132,32,Linda handed the woman wearing the hat something,Linda handed something to the woman wearing the hat,something,5,longDefinite,796,93,-35.099881920730695,-39.27279133282718,4.172909412096487
FALSE,FALSE,alternating,132,32,Maria handed a man who was wearing a hat something,Maria handed something to a man who was wearing a hat,something,5,longIndefinite,797,44,-37.538673998904414,-29.345409922592808,-8.193264076311607
FALSE,FALSE,alternating,132,32,Alice handed him something,Alice handed something to him,something,5,pronoun,798,94,-16.745842851465568,-27.23413241864182,10.488289567176253
FALSE,FALSE,alternating,132,32,Mary handed the woman something,Mary handed something to the woman,something,5,shortDefinite,799,45,-18.323101012501866,-27.237357323698234,8.914256311196368
FALSE,FALSE,alternating,132,32,Bob handed a man something,Bob handed something to a man,something,5,shortIndefinite,800,96,-28.25321895023808,-30.547625044942833,2.2944060947047547
FALSE,FALSE,alternating,133,33,Maria quoted the man from work the passage,Maria quoted the passage to the man from work,def,1,longDefinite,801,46,-54.86745850997977,-45.32334001082927,-9.5441184991505
FALSE,FALSE,alternating,133,33,Michael quoted a woman who was wearing a hat the passage,Michael quoted the passage to a woman who was wearing a hat,def,1,longIndefinite,802,97,-39.91389399021864,-35.699782606214285,-4.2141113840043545
FALSE,FALSE,alternating,133,33,John quoted her the passage,John quoted the passage to her,def,1,pronoun,803,47,-39.61324686091393,-29.571845063008368,-10.041401797905564
FALSE,FALSE,alternating,133,33,Linda quoted the man the passage,Linda quoted the passage to the man,def,1,shortDefinite,804,98,-39.86942639411427,-39.56395760178566,-0.305468792328611
FALSE,FALSE,alternating,133,33,Juan quoted a man the passage,Juan quoted the passage to a man,def,1,shortIndefinite,805,49,-46.67148058582097,-35.60043538548052,-11.07104520034045
FALSE,FALSE,alternating,133,33,Mary quoted the man who was wearing the hat the speech,Mary quoted the speech to the man who was wearing the hat,def,2,longDefinite,806,99,-41.45776674547233,-31.041466620517895,-10.416300124954432
FALSE,FALSE,alternating,133,33,Bob quoted a woman from work the speech,Bob quoted the speech to a woman from work,def,2,longIndefinite,807,50,-57.59373171860352,-43.3835743367672,-14.210157381836325
FALSE,FALSE,alternating,133,33,Maria quoted him the speech,Maria quoted the speech to him,def,2,pronoun,808,0,-44.77081958903,-25.846525031607598,-18.9242945574224
FALSE,FALSE,alternating,133,33,Juan quoted the man the speech,Juan quoted the speech to the man,def,2,shortDefinite,809,51,-42.53829067456536,-35.883898768574,-6.6543919059913605
FALSE,FALSE,alternating,133,33,Linda quoted a man the speech,Linda quoted the speech to a man,def,2,shortIndefinite,810,2,-53.01479620905593,-36.567895360291004,-16.446900848764926
FALSE,FALSE,alternating,133,33,Bob quoted the woman wearing the hat a sentence,Bob quoted a sentence to the woman wearing the hat,indef,3,longDefinite,811,52,-44.338169933180325,-43.073452724842355,-1.26471720833797
FALSE,FALSE,alternating,133,33,John quoted a man wearing a hat a sentence,John quoted a sentence to a man wearing a hat,indef,3,longIndefinite,812,3,-36.54755754489452,-32.87449880875647,-3.673058736138046
FALSE,FALSE,alternating,133,33,Juan quoted her a sentence,Juan quoted a sentence to her,indef,3,pronoun,813,54,-34.72087928606197,-33.49973825458437,-1.2211410314776003
FALSE,FALSE,alternating,133,33,Maria quoted the man a sentence,Maria quoted a sentence to the man,indef,3,shortDefinite,814,4,-29.966889660106972,-35.75477872369811,5.7878890635911375
FALSE,FALSE,alternating,133,33,Michael quoted a woman a sentence,Michael quoted a sentence to a woman,indef,3,shortIndefinite,815,55,-41.91452259896323,-33.38733360497281,-8.527188993990421
FALSE,FALSE,alternating,133,33,Bob quoted the man who was wearing the hat some results,Bob quoted some results to the man who was wearing the hat,indef,4,longDefinite,816,5,-52.689801215426996,-49.34099061274901,-3.348810602677986
FALSE,FALSE,alternating,133,33,Maria quoted a woman who was wearing a hat some results,Maria quoted some results to a woman who was wearing a hat,indef,4,longIndefinite,817,56,-51.02824775269255,-52.39540871139616,1.3671609587036073
FALSE,FALSE,alternating,133,33,John quoted her some results,John quoted some results to her,indef,4,pronoun,818,7,-42.895258811768144,-42.285143023356795,-0.6101157884113491
FALSE,FALSE,alternating,133,33,Maria quoted the woman some results,Maria quoted some results to the woman,indef,4,shortDefinite,819,57,-45.973187369527295,-51.32519302517176,5.3520056556444615
FALSE,FALSE,alternating,133,33,Maria quoted a woman some results,Maria quoted some results to a woman,indef,4,shortIndefinite,820,8,-55.62740497640334,-52.57196852238849,-3.0554364540148526
FALSE,FALSE,alternating,133,33,Bob quoted the man from work something,Bob quoted something to the man from work,something,5,longDefinite,821,59,-48.98093895986676,-38.0261965773534,-10.95474238251336
FALSE,FALSE,alternating,133,33,Michael quoted a woman who was from work something,Michael quoted something to a woman who was from work,something,5,longIndefinite,822,9,-49.90306413732469,-52.02871402190067,2.125649884575978
FALSE,FALSE,alternating,133,33,Mary quoted him something,Mary quoted something to him,something,5,pronoun,823,60,-27.994333014125004,-28.407033589086495,0.41270057496149093
FALSE,FALSE,alternating,133,33,Mary quoted the man something,Mary quoted something to the man,something,5,shortDefinite,824,10,-31.772157563827932,-30.288583264802583,-1.4835742990253493
FALSE,FALSE,alternating,133,33,Bob quoted a man something,Bob quoted something to a man,something,5,shortIndefinite,825,61,-42.795410329476,-38.54093508888036,-4.254475240595639
FALSE,FALSE,alternating,134,34,Alice dragged the woman from work the box,Alice dragged the box to the woman from work,def,1,longDefinite,826,12,-54.173632725840434,-42.653107887657825,-11.52052483818261
FALSE,FALSE,alternating,134,34,Mary dragged a woman from work the box,Mary dragged the box to a woman from work,def,1,longIndefinite,827,62,-62.26894200942479,-39.67038726841565,-22.59855474100914
FALSE,FALSE,alternating,134,34,Juan dragged her the box,Juan dragged the box to her,def,1,pronoun,828,13,-38.523914647637866,-29.25776288768975,-9.266151759948116
FALSE,FALSE,alternating,134,34,Mary dragged the man the box,Mary dragged the box to the man,def,1,shortDefinite,829,63,-32.87012452131603,-28.790175386471674,-4.079949134844355
FALSE,FALSE,alternating,134,34,Mary dragged a man the box,Mary dragged the box to a man,def,1,shortIndefinite,830,14,-45.52668269537389,-34.47063624614384,-11.056046449230053
FALSE,FALSE,alternating,134,34,Juan dragged the woman wearing the hat the chair,Juan dragged the chair to the woman wearing the hat,def,2,longDefinite,831,65,-41.56244347221218,-40.77318007609574,-0.7892633961164393
FALSE,FALSE,alternating,134,34,Michael dragged a woman who was from work the chair,Michael dragged the chair to a woman who was from work,def,2,longIndefinite,832,15,-55.58788454195019,-40.54131296050036,-15.046571581449825
FALSE,FALSE,alternating,134,34,John dragged her the chair,John dragged the chair to her,def,2,pronoun,833,66,-36.14244957116898,-23.366199675307143,-12.776249895861838
FALSE,FALSE,alternating,134,34,Mary dragged the woman the chair,Mary dragged the chair to the woman,def,2,shortDefinite,834,17,-27.795006718020886,-32.10541893157642,4.310412213555537
FALSE,FALSE,alternating,134,34,Bob dragged a woman the chair,Bob dragged the chair to a woman,def,2,shortIndefinite,835,67,-44.60905409581028,-43.06231846299488,-1.5467356328153983
FALSE,FALSE,alternating,134,34,Bob dragged the man from work a footrest,Bob dragged a footrest to the man from work,indef,3,longDefinite,836,18,-66.73446644912474,-55.23025684221648,-11.504209606908262
FALSE,FALSE,alternating,134,34,Michael dragged a woman who was from work a footrest,Michael dragged a footrest to a woman who was from work,indef,3,longIndefinite,837,68,-65.94925373035949,-49.79642147140112,-16.15283225895837
FALSE,FALSE,alternating,134,34,John dragged her a footrest,John dragged a footrest to her,indef,3,pronoun,838,19,-51.879165049875155,-40.834509877546225,-11.04465517232893
FALSE,FALSE,alternating,134,34,Juan dragged the man a footrest,Juan dragged a footrest to the man,indef,3,shortDefinite,839,70,-45.70067062904127,-45.08008542226162,-0.6205852067796513
FALSE,FALSE,alternating,134,34,Michael dragged a man a footrest,Michael dragged a footrest to a man,indef,3,shortIndefinite,840,20,-59.35420503234491,-50.66168955899775,-8.692515473347157
FALSE,FALSE,alternating,134,34,Bob dragged the man wearing the hat a seat,Bob dragged a seat to the man wearing the hat,indef,4,longDefinite,841,71,-41.12237744097365,-43.58877714956179,2.466399708588142
FALSE,FALSE,alternating,134,34,Mary dragged a man wearing a hat a seat,Mary dragged a seat to a man wearing a hat,indef,4,longIndefinite,842,22,-36.283168705704156,-32.34308449702803,-3.940084208676126
FALSE,FALSE,alternating,134,34,Maria dragged him a seat,Maria dragged a seat to him,indef,4,pronoun,843,72,-31.023247020493727,-30.396421326033305,-0.6268256944604218
FALSE,FALSE,alternating,134,34,John dragged the woman a seat,John dragged a seat to the woman,indef,4,shortDefinite,844,23,-27.22113134909887,-35.373124531295616,8.151993182196748
FALSE,FALSE,alternating,134,34,Alice dragged a woman a seat,Alice dragged a seat to a woman,indef,4,shortIndefinite,845,73,-40.95269754331093,-43.58861716941465,2.635919626103714
FALSE,FALSE,alternating,134,34,Linda dragged the woman who was wearing the hat something,Linda dragged something to the woman who was wearing the hat,something,5,longDefinite,846,24,-45.22553650988266,-39.2564318277291,-5.9691046821535565
FALSE,FALSE,alternating,134,34,Bob dragged a woman who was wearing a hat something,Bob dragged something to a woman who was wearing a hat,something,5,longIndefinite,847,75,-41.70151713467203,-38.887021662900224,-2.8144954717718065
FALSE,FALSE,alternating,134,34,Linda dragged him something,Linda dragged something to him,something,5,pronoun,848,25,-41.31082438514568,-34.36292377533391,-6.947900609811768
FALSE,FALSE,alternating,134,34,Michael dragged the man something,Michael dragged something to the man,something,5,shortDefinite,849,76,-36.00924970023334,-37.14096378313843,1.1317140829050913
FALSE,FALSE,alternating,134,34,Maria dragged a man something,Maria dragged something to a man,something,5,shortIndefinite,850,27,-48.21776711195707,-43.2517714004498,-4.965995711507276
FALSE,FALSE,alternating,135,35,John owed the man from work the money,John owed the money to the man from work,def,1,longDefinite,851,77,-31.264693880919367,-24.087133404100314,-7.177560476819053
FALSE,FALSE,alternating,135,35,Maria owed a man who was wearing a hat the money,Maria owed the money to a man who was wearing a hat,def,1,longIndefinite,852,28,-24.509328987216577,-21.790083872387186,-2.7192451148293912
FALSE,FALSE,alternating,135,35,Alice owed him the money,Alice owed the money to him,def,1,pronoun,853,78,-23.89726061024703,-21.714336180360988,-2.182924429886043
FALSE,FALSE,alternating,135,35,Linda owed the woman the money,Linda owed the money to the woman,def,1,shortDefinite,854,29,-22.490568754496053,-24.68162012984976,2.191051375353709
FALSE,FALSE,alternating,135,35,John owed a man the money,John owed the money to a man,def,1,shortIndefinite,855,80,-25.79809674527496,-22.245101309381425,-3.5529954358935356
FALSE,FALSE,alternating,135,35,Maria owed the woman from work the funds,Maria owed the funds to the woman from work,def,2,longDefinite,856,30,-48.36924181319773,-36.997308851219714,-11.371932961978018
FALSE,FALSE,alternating,135,35,Mary owed a man from work the funds,Mary owed the funds to a man from work,def,2,longIndefinite,857,81,-51.57140566362068,-32.675058707012795,-18.896346956607886
FALSE,FALSE,alternating,135,35,Mary owed him the funds,Mary owed the funds to him,def,2,pronoun,858,31,-25.623874607961625,-24.210017600096762,-1.4138570078648627
FALSE,FALSE,alternating,135,35,Alice owed the woman the funds,Alice owed the funds to the woman,def,2,shortDefinite,859,82,-30.92413436062634,-30.396512454142794,-0.5276219064835459
FALSE,FALSE,alternating,135,35,Michael owed a man the funds,Michael owed the funds to a man,def,2,shortIndefinite,860,33,-34.13714838586748,-27.430536617524922,-6.706611768342555
FALSE,FALSE,alternating,135,35,John owed the man who was wearing the hat a favor,John owed a favor to the man who was wearing the hat,indef,3,longDefinite,861,83,-19.574435796122998,-19.444906417978927,-0.1295293781440705
FALSE,FALSE,alternating,135,35,Linda owed a woman who was wearing a hat a favor,Linda owed a favor to a woman who was wearing a hat,indef,3,longIndefinite,862,34,-28.67986559122801,-25.917529724538326,-2.762335866689682
FALSE,FALSE,alternating,135,35,Michael owed her a favor,Michael owed a favor to her,indef,3,pronoun,863,85,-12.016954084858298,-18.206327915890142,6.189373831031844
FALSE,FALSE,alternating,135,35,Linda owed the man a favor,Linda owed a favor to the man,indef,3,shortDefinite,864,35,-15.568999114795588,-19.848025675397366,4.279026560601778
FALSE,FALSE,alternating,135,35,Alice owed a man a favor,Alice owed a favor to a man,indef,3,shortIndefinite,865,86,-21.363381675910205,-23.908088884316385,2.54470720840618
FALSE,FALSE,alternating,135,35,Maria owed the woman who was from work a job,Maria owed a job to the woman who was from work,indef,4,longDefinite,866,36,-41.46356963459402,-51.07270688097924,9.609137246385217
FALSE,FALSE,alternating,135,35,Linda owed a woman wearing a hat a job,Linda owed a job to a woman wearing a hat,indef,4,longIndefinite,867,87,-36.83012075163424,-38.16539294924587,1.33527219761163
FALSE,FALSE,alternating,135,35,Michael owed her a job,Michael owed a job to her,indef,4,pronoun,868,38,-24.162306971033104,-28.47787083336152,4.315563862328418
FALSE,FALSE,alternating,135,35,John owed the man a job,John owed a job to the man,indef,4,shortDefinite,869,88,-19.20979704684578,-26.045170601457357,6.835373554611579
FALSE,FALSE,alternating,135,35,Bob owed a woman a job,Bob owed a job to a woman,indef,4,shortIndefinite,870,39,-31.299820112530142,-30.814586757682264,-0.4852333548478782
FALSE,FALSE,alternating,135,35,John owed the man who was from work something,John owed something to the man who was from work,something,5,longDefinite,871,90,-47.05830044555478,-38.351136825978756,-8.707163619576022
FALSE,FALSE,alternating,135,35,Maria owed a woman from work something,Maria owed something to a woman from work,something,5,longIndefinite,872,40,-63.211417123675346,-40.463292529108,-22.748124594567344
FALSE,FALSE,alternating,135,35,Alice owed him something,Alice owed something to him,something,5,pronoun,873,91,-20.783367495634593,-24.6647766828537,3.8814091872191057
FALSE,FALSE,alternating,135,35,Alice owed the woman something,Alice owed something to the woman,something,5,shortDefinite,874,41,-21.16327766305767,-26.35100224474445,5.18772458168678
FALSE,FALSE,alternating,135,35,Maria owed a woman something,Maria owed something to a woman,something,5,shortIndefinite,875,92,-31.555576106067747,-32.26591631118208,0.7103402051143348
FALSE,FALSE,alternating,136,36,Juan traded the woman who was from work the job,Juan traded the job to the woman who was from work,def,1,longDefinite,876,43,-52.2612259760499,-51.763954196940176,-0.49727177910972387
FALSE,FALSE,alternating,136,36,Bob traded a man who was from work the job,Bob traded the job to a man who was from work,def,1,longIndefinite,877,93,-51.74182240688242,-41.37178088421933,-10.370041522663087
FALSE,FALSE,alternating,136,36,John traded her the job,John traded the job to her,def,1,pronoun,878,44,-30.89173604408279,-31.57003068830818,0.6782946442253888
FALSE,FALSE,alternating,136,36,Mary traded the woman the job,Mary traded the job to the woman,def,1,shortDefinite,879,94,-32.13438680162653,-36.12833334971219,3.9939465480856597
FALSE,FALSE,alternating,136,36,Bob traded a woman the job,Bob traded the job to a woman,def,1,shortIndefinite,880,45,-40.91897144122049,-36.565941682551056,-4.353029758669436
FALSE,FALSE,alternating,136,36,Bob traded the man from work the apples,Bob traded the apples to the man from work,def,2,longDefinite,881,96,-61.86134227504954,-38.76195820502471,-23.099384070024826
FALSE,FALSE,alternating,136,36,Juan traded a man wearing a hat the apples,Juan traded the apples to a man wearing a hat,def,2,longIndefinite,882,46,-47.431533318711445,-34.97947764955461,-12.452055669156834
FALSE,FALSE,alternating,136,36,John traded her the apples,John traded the apples to her,def,2,pronoun,883,97,-32.96775500709191,-33.511690293904394,0.5439352868124843
FALSE,FALSE,alternating,136,36,Mary traded the woman the apples,Mary traded the apples to the woman,def,2,shortDefinite,884,48,-31.41144659812562,-32.349144289735705,0.937697691610083
FALSE,FALSE,alternating,136,36,Juan traded a woman the apples,Juan traded the apples to a woman,def,2,shortIndefinite,885,98,-51.73630547802895,-35.662853711051866,-16.073451766977087
FALSE,FALSE,alternating,136,36,Juan traded the woman who was from work some pictures,Juan traded some pictures to the woman who was from work,indef,3,longDefinite,886,49,-53.93388557014987,-54.1394523762865,0.20556680613663048
FALSE,FALSE,alternating,136,36,Juan traded a man wearing a hat some pictures,Juan traded some pictures to a man wearing a hat,indef,3,longIndefinite,887,99,-44.84519082424231,-42.89373922930099,-1.951451594941318
FALSE,FALSE,alternating,136,36,Bob traded her some pictures,Bob traded some pictures to her,indef,3,pronoun,888,50,-34.80750052887015,-39.38518990832381,4.577689379453659
FALSE,FALSE,alternating,136,36,Mary traded the woman some pictures,Mary traded some pictures to the woman,indef,3,shortDefinite,889,1,-33.95354069012683,-41.096173366182484,7.142632676055655
FALSE,FALSE,alternating,136,36,Michael traded a man some pictures,Michael traded some pictures to a man,indef,3,shortIndefinite,890,51,-49.017320794053376,-37.483196154702455,-11.534124639350921
FALSE,FALSE,alternating,136,36,Juan traded the woman wearing the hat some food,Juan traded some food to the woman wearing the hat,indef,4,longDefinite,891,2,-52.457296383567154,-50.502984958933666,-1.954311424633488
FALSE,FALSE,alternating,136,36,Alice traded a man wearing a hat some food,Alice traded some food to a man wearing a hat,indef,4,longIndefinite,892,53,-45.66559428698383,-36.98276015406009,-8.682834132923745
FALSE,FALSE,alternating,136,36,Maria traded him some food,Maria traded some food to him,indef,4,pronoun,893,3,-29.98231008462608,-38.00684626842849,8.024536183802411
FALSE,FALSE,alternating,136,36,Juan traded the man some food,Juan traded some food to the man,indef,4,shortDefinite,894,54,-31.850948302308097,-37.5710452736821,5.720096971374005
FALSE,FALSE,alternating,136,36,Mary traded a man some food,Mary traded some food to a man,indef,4,shortIndefinite,895,4,-46.83783431723714,-35.27402371005155,-11.563810607185587
FALSE,FALSE,alternating,136,36,Juan traded the woman who was wearing the hat something,Juan traded something to the woman who was wearing the hat,something,5,longDefinite,896,55,-40.802113707293756,-40.32282673730515,-0.47928696998860687
FALSE,FALSE,alternating,136,36,Juan traded a woman from work something,Juan traded something to a woman from work,something,5,longIndefinite,897,6,-59.749176897108555,-41.21669703128282,-18.532479865825735
FALSE,FALSE,alternating,136,36,John traded her something,John traded something to her,something,5,pronoun,898,56,-30.53625189792365,-30.623127649887465,0.08687575196381658
FALSE,FALSE,alternating,136,36,Maria traded the woman something,Maria traded something to the woman,something,5,shortDefinite,899,7,-29.896031339187175,-32.91803131101187,3.021999971824698
FALSE,FALSE,alternating,136,36,Linda traded a man something,Linda traded something to a man,something,5,shortIndefinite,900,58,-46.950755442027,-37.03436603047885,-9.916389411548153
FALSE,FALSE,alternating,137,37,John slid the woman from work the dice,John slid the dice to the woman from work,def,1,longDefinite,901,8,-51.03774862084538,-40.93458858272061,-10.10316003812477
FALSE,FALSE,alternating,137,37,John slid a woman who was from work the dice,John slid the dice to a woman who was from work,def,1,longIndefinite,902,59,-64.31329144211486,-40.799052640097216,-23.514238802017644
FALSE,FALSE,alternating,137,37,Juan slid her the dice,Juan slid the dice to her,def,1,pronoun,903,9,-32.14975831925403,-29.59900815022411,-2.550750169029925
FALSE,FALSE,alternating,137,37,John slid the man the dice,John slid the dice to the man,def,1,shortDefinite,904,60,-21.681811377056874,-27.14258569467347,5.460774317616597
FALSE,FALSE,alternating,137,37,Alice slid a man the dice,Alice slid the dice to a man,def,1,shortIndefinite,905,11,-37.28327508806251,-36.696763789397664,-0.5865112986648455
FALSE,FALSE,alternating,137,37,Bob slid the man from work the ball,Bob slid the ball to the man from work,def,2,longDefinite,906,61,-48.860496810404584,-37.214891982090194,-11.64560482831439
FALSE,FALSE,alternating,137,37,Mary slid a man wearing a hat the ball,Mary slid the ball to a man wearing a hat,def,2,longIndefinite,907,12,-35.585746767697856,-25.38329616683768,-10.202450600860175
FALSE,FALSE,alternating,137,37,Alice slid him the ball,Alice slid the ball to him,def,2,pronoun,908,62,-24.93283528025495,-21.75296537904069,-3.1798699012142606
FALSE,FALSE,alternating,137,37,Michael slid the man the ball,Michael slid the ball to the man,def,2,shortDefinite,909,13,-20.05193521437468,-23.256984430045122,3.205049215670442
FALSE,FALSE,alternating,137,37,Michael slid a woman the ball,Michael slid the ball to a woman,def,2,shortIndefinite,910,64,-32.716716613969766,-29.32157073065173,-3.395145883318037
FALSE,FALSE,alternating,137,37,John slid the man who was wearing the hat a note,John slid a note to the man who was wearing the hat,indef,3,longDefinite,911,14,-25.382742807618342,-32.27007594064344,6.887333133025095
FALSE,FALSE,alternating,137,37,Mary slid a man from work a note,Mary slid a note to a man from work,indef,3,longIndefinite,912,65,-36.285384974093176,-32.1670382770244,-4.118346697068773
FALSE,FALSE,alternating,137,37,Juan slid her a note,Juan slid a note to her,indef,3,pronoun,913,16,-28.99111999492743,-33.363724220893346,4.372604225965915
FALSE,FALSE,alternating,137,37,Maria slid the man a note,Maria slid a note to the man,indef,3,shortDefinite,914,66,-25.97683068877086,-32.22944471752271,6.25261402875185
FALSE,FALSE,alternating,137,37,Linda slid a woman a note,Linda slid a note to a woman,indef,3,shortIndefinite,915,17,-37.00864127743989,-37.61822499259142,0.6095837151515298
FALSE,FALSE,alternating,137,37,Michael slid the woman wearing the hat a drink,Michael slid a drink to the woman wearing the hat,indef,4,longDefinite,916,67,-34.09025780521915,-39.170179905282566,5.079922100063413
FALSE,FALSE,alternating,137,37,Michael slid a woman who was from work a drink,Michael slid a drink to a woman who was from work,indef,4,longIndefinite,917,18,-48.28489765059203,-37.628910117957275,-10.655987532634754
FALSE,FALSE,alternating,137,37,Maria slid him a drink,Maria slid a drink to him,indef,4,pronoun,918,69,-22.37100144251599,-27.437480373191647,5.0664789306756575
FALSE,FALSE,alternating,137,37,Juan slid the woman a drink,Juan slid a drink to the woman,indef,4,shortDefinite,919,19,-25.293609816231765,-31.256628033297602,5.963018217065837
FALSE,FALSE,alternating,137,37,Alice slid a woman a drink,Alice slid a drink to a woman,indef,4,shortIndefinite,920,70,-32.2108987061074,-39.19842068303842,6.987521976931021
FALSE,FALSE,alternating,137,37,Maria slid the man from work something,Maria slid something to the man from work,something,5,longDefinite,921,21,-57.28206394985318,-47.74874207604444,-9.533321873808745
FALSE,FALSE,alternating,137,37,Bob slid a woman who was from work something,Bob slid something to a woman who was from work,something,5,longIndefinite,922,71,-55.514177445322275,-49.403389392537065,-6.11078805278521
FALSE,FALSE,alternating,137,37,Maria slid him something,Maria slid something to him,something,5,pronoun,923,22,-29.755206772359088,-38.198250544955954,8.443043772596866
FALSE,FALSE,alternating,137,37,Michael slid the woman something,Michael slid something to the woman,something,5,shortDefinite,924,72,-31.83816396421753,-39.681354623055086,7.843190658837557
FALSE,FALSE,alternating,137,37,Mary slid a woman something,Mary slid something to a woman,something,5,shortIndefinite,925,23,-51.87286823010072,-44.86990889091976,-7.002959339180961
FALSE,FALSE,alternating,138,38,Michael tossed the woman who was from work the jacket,Michael tossed the jacket to the woman who was from work,def,1,longDefinite,926,74,-48.240523860557005,-32.964670951798325,-15.27585290875868
FALSE,FALSE,alternating,138,38,Linda tossed a woman who was from work the jacket,Linda tossed the jacket to a woman who was from work,def,1,longIndefinite,927,24,-60.74694379925495,-37.4440935345483,-23.30285026470665
FALSE,FALSE,alternating,138,38,Maria tossed him the jacket,Maria tossed the jacket to him,def,1,pronoun,928,75,-19.022079000540543,-19.76254563758266,0.7404666370421182
FALSE,FALSE,alternating,138,38,Alice tossed the woman the jacket,Alice tossed the jacket to the woman,def,1,shortDefinite,929,25,-21.737768022168893,-26.385688360140193,4.6479203379713
FALSE,FALSE,alternating,138,38,John tossed a woman the jacket,John tossed the jacket to a woman,def,1,shortIndefinite,930,76,-30.778627196326852,-26.449577070277883,-4.329050126048969
FALSE,FALSE,alternating,138,38,Linda tossed the woman wearing the hat the ball,Linda tossed the ball to the woman wearing the hat,def,2,longDefinite,931,27,-30.56987491255859,-29.648241282906383,-0.9216336296522059
FALSE,FALSE,alternating,138,38,Juan tossed a man from work the ball,Juan tossed the ball to a man from work,def,2,longIndefinite,932,77,-51.43328220699914,-28.021141436358448,-23.41214077064069
FALSE,FALSE,alternating,138,38,John tossed her the ball,John tossed the ball to her,def,2,pronoun,933,28,-17.82141407720337,-17.32517070551694,-0.4962433716864325
FALSE,FALSE,alternating,138,38,John tossed the man the ball,John tossed the ball to the man,def,2,shortDefinite,934,79,-13.88981784513453,-18.007749966927804,4.117932121793274
FALSE,FALSE,alternating,138,38,Michael tossed a man the ball,Michael tossed the ball to a man,def,2,shortIndefinite,935,29,-22.7493718075566,-22.46652156347409,-0.28285024408251047
FALSE,FALSE,alternating,138,38,John tossed the man who was wearing the hat a glance,John tossed a glance to the man who was wearing the hat,indef,3,longDefinite,936,80,-21.201849734366988,-23.58813306185766,2.3862833274906734
FALSE,FALSE,alternating,138,38,Michael tossed a woman from work a glance,Michael tossed a glance to a woman from work,indef,3,longIndefinite,937,30,-37.17644120508339,-35.54702919308329,-1.6294120120001025
FALSE,FALSE,alternating,138,38,John tossed her a glance,John tossed a glance to her,indef,3,pronoun,938,81,-16.58628342108568,-20.908995546080405,4.322712124994723
FALSE,FALSE,alternating,138,38,Maria tossed the man a glance,Maria tossed a glance to the man,indef,3,shortDefinite,939,32,-20.653381510812324,-26.48384879704099,5.830467286228668
FALSE,FALSE,alternating,138,38,Linda tossed a woman a glance,Linda tossed a glance to a woman,indef,3,shortIndefinite,940,82,-34.06243299780181,-34.75060933944769,0.6881763416458853
FALSE,FALSE,alternating,138,38,Maria tossed the woman from work a key,Maria tossed a key to the woman from work,indef,4,longDefinite,941,33,-41.44709256646456,-36.798912821075646,-4.648179745388916
FALSE,FALSE,alternating,138,38,Juan tossed a woman wearing a hat a key,Juan tossed a key to a woman wearing a hat,indef,4,longIndefinite,942,84,-36.14783111627912,-28.679621067130938,-7.468210049148183
FALSE,FALSE,alternating,138,38,Juan tossed her a key,Juan tossed a key to her,indef,4,pronoun,943,34,-23.965728975861566,-26.010113412005012,2.044384436143446
FALSE,FALSE,alternating,138,38,Mary tossed the woman a key,Mary tossed a key to the woman,indef,4,shortDefinite,944,85,-19.95191116121714,-27.23772078624461,7.285809625027468
FALSE,FALSE,alternating,138,38,Maria tossed a man a key,Maria tossed a key to a man,indef,4,shortIndefinite,945,35,-27.654240738775115,-31.455584215727868,3.801343476952752
FALSE,FALSE,alternating,138,38,Maria tossed the man wearing the hat something,Maria tossed something to the man wearing the hat,something,5,longDefinite,946,86,-40.43073824007297,-36.106849311472615,-4.323888928600354
FALSE,FALSE,alternating,138,38,John tossed a woman wearing a hat something,John tossed something to a woman wearing a hat,something,5,longIndefinite,947,37,-46.536681481287815,-29.19335363904247,-17.343327842245344
FALSE,FALSE,alternating,138,38,Linda tossed him something,Linda tossed something to him,something,5,pronoun,948,87,-19.632373472268227,-26.089225086849183,6.456851614580955
FALSE,FALSE,alternating,138,38,Linda tossed the woman something,Linda tossed something to the woman,something,5,shortDefinite,949,38,-22.570411307911854,-28.03381843009265,5.463407122180797
FALSE,FALSE,alternating,138,38,Alice tossed a woman something,Alice tossed something to a woman,something,5,shortIndefinite,950,89,-42.275001619243994,-34.40284918900579,-7.872152430238202
FALSE,FALSE,alternating,139,39,Alice assigned the woman who was from work the job,Alice assigned the job to the woman who was from work,def,1,longDefinite,951,39,-42.725911755114794,-37.12143046641722,-5.604481288697571
FALSE,FALSE,alternating,139,39,John assigned a man who was wearing a hat the job,John assigned the job to a man who was wearing a hat,def,1,longIndefinite,952,90,-23.333577279699966,-17.500135060865432,-5.833442218834534
FALSE,FALSE,alternating,139,39,Bob assigned her the job,Bob assigned the job to her,def,1,pronoun,953,40,-19.601175002055243,-18.10664976714179,-1.4945252349134535
FALSE,FALSE,alternating,139,39,Juan assigned the woman the job,Juan assigned the job to the woman,def,1,shortDefinite,954,91,-24.61561158322729,-22.875416432507336,-1.7401951507199556
FALSE,FALSE,alternating,139,39,Alice assigned a woman the job,Alice assigned the job to a woman,def,1,shortIndefinite,955,42,-27.909798375796527,-20.07850871887058,-7.8312896569259465
