takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,DO_prob,PD_prob,BERT_ratio,BehavDOpreference,ngram_ratio,LSTM_ratio,GPT2_ratio,XLNet_ratio,GPT2_large_ratio,Big_LSTM_ratio
FALSE,FALSE,alternating,148,48,Alice lent the woman wearing the hat something,Alice lent something to the woman wearing the hat,something,5,longDefinite,1196,41,-42.441653078305535,-42.913820801797556,0.47216772349202074,20.76923076923077,1.7065925598144531,-5.4705445766448975,-6.078664124011993,2.7084500789642334,-5.357041776180267,-17.355554699897766
FALSE,FALSE,alternating,148,48,John lent a man from work something,John lent something to a man from work,something,5,longIndefinite,1197,92,-51.733361622318625,-40.487850652541965,-11.24551096977666,38.642857142857146,2.8215293884277344,-4.0169530510902405,-4.3601773381233215,-2.3336899280548096,-0.8962697982788086,1.0749192237854004
FALSE,FALSE,alternating,148,48,Michael lent her something,Michael lent something to her,something,5,pronoun,1198,42,-23.01752519584261,-30.157737867208198,7.140212671365589,64.9090909090909,2.4533920288085938,-2.973499059677124,0.2592329978942871,4.07124924659729,1.3847362995147705,-0.9311448931694031
FALSE,FALSE,alternating,148,48,Alice lent the man something,Alice lent something to the man,something,5,shortDefinite,1199,93,-26.353779105469584,-32.32770538353361,5.973926278064027,41.6,1.9396209716796875,0.18067693710327148,-2.506959557533264,-1.0813055038452148,-0.08887392282485962,-3.1629323959350586
FALSE,FALSE,alternating,148,48,Bob lent a woman something,Bob lent something to a woman,something,5,shortIndefinite,1200,44,-41.19286607531831,-39.554210014641285,-1.6386560606770217,48.714285714285715,1.9171333312988281,-2.051049590110779,-2.549684524536133,4.166588068008423,-1.5798099040985107,5.403424263000488
FALSE,FALSE,alternating,149,49,Alice slammed the woman who was wearing the hat the ball,Alice slammed the ball to the woman who was wearing the hat,def,1,longDefinite,1201,94,-38.32621648453642,-38.30271563958377,-0.023500844952650368,4.375,-1.8069801330566406,-11.841004073619843,-1.9105002880096436,-4.760451704263687,-5.8138874769210815,-17.18338268995285
FALSE,FALSE,alternating,149,49,Bob slammed a woman who was from work the ball,Bob slammed the ball to a woman who was from work,def,1,longIndefinite,1202,45,-62.04835432290565,-48.23193011258263,-13.81642421032302,16.53846153846154,-0.8622703552246094,-6.278978228569031,-4.2602750062942505,1.4438135623931885,-6.18200159072876,-17.432420134544373
FALSE,FALSE,alternating,149,49,Bob slammed her the ball,Bob slammed the ball to her,def,1,pronoun,1203,95,-37.05208774690982,-33.08007602178259,-3.9720117251272313,37.57142857142857,0.13472938537597656,-4.132578611373901,0.16718685626983643,11.84498918056488,-0.4089440107345581,-5.264481782913208
FALSE,FALSE,alternating,149,49,Maria slammed the woman the ball,Maria slammed the ball to the woman,def,1,shortDefinite,1204,46,-33.58462720899843,-38.2275474924827,4.642920283484273,25.25,-0.2744712829589844,-3.9675214886665344,0.7220289707183838,9.058305829763412,0.6954110860824585,-7.7364208698272705
FALSE,FALSE,alternating,149,49,Michael slammed a woman the ball,Michael slammed the ball to a woman,def,1,shortIndefinite,1205,97,-43.04527217580471,-37.494562815874815,-5.550709359929897,20.2,-1.527456283569336,-8.750762701034546,-1.1882092952728271,0.8912267684936523,-0.7306560277938843,-10.739968299865723
FALSE,FALSE,alternating,149,49,Alice slammed the woman wearing the hat the money,Alice slammed the money to the woman wearing the hat,def,2,longDefinite,1206,47,-45.52546963142231,-50.88001044173143,5.354540810309118,18.11111111111111,-1.4445571899414062,-7.021069288253784,0.6843420267105103,-4.685191035270691,-2.6250940561294556,-9.7034410238266
FALSE,FALSE,alternating,149,49,John slammed a man who was wearing a hat the money,John slammed the money to a man who was wearing a hat,def,2,longIndefinite,1207,98,-40.0188524289988,-40.031381537381094,0.012529108382295817,27.88888888888889,-4.512908935546875,-9.514473855495453,-1.4243109822273254,2.822190046310425,-6.064713418483734,-16.551344573497772
FALSE,FALSE,alternating,149,49,Bob slammed her the money,Bob slammed the money to her,def,2,pronoun,1208,48,-46.13740653806599,-41.03617396656773,-5.101232571498258,39.083333333333336,0.20426368713378906,-3.8251302242279053,-0.03581583499908447,14.271240472793579,-0.28782379627227783,-1.7030529975891113
FALSE,FALSE,alternating,149,49,Juan slammed the woman the money,Juan slammed the money to the woman,def,2,shortDefinite,1209,99,-44.78178660903359,-49.44110836816253,4.659321759128943,33.18181818181818,-0.5366325378417969,-3.318883538246155,-1.4106805324554443,9.877559185028076,-4.568995714187622,-6.481655955314636
FALSE,FALSE,alternating,149,49,Linda slammed a woman the money,Linda slammed the money to a woman,def,2,shortIndefinite,1210,50,-62.27017522556707,-54.08580798981711,-8.18436723574996,24.083333333333332,-1.6111335754394531,-8.599268198013306,-2.765604019165039,5.427415728569031,-3.78120493888855,-0.6792311668395996
FALSE,FALSE,alternating,149,49,John slammed the man who was from work a fastball,John slammed a fastball to the man who was from work,indef,3,longDefinite,1211,0,-51.033860315801576,-46.796790479740594,-4.237069836060982,35.22222222222222,1.74139404296875,0.2408355176448822,-0.7992974519729614,-7.340687155723572,0.2681286334991455,2.799715757369995
FALSE,FALSE,alternating,149,49,John slammed a woman who was from work a fastball,John slammed a fastball to a woman who was from work,indef,3,longIndefinite,1212,51,-56.88512673228979,-47.97855829144828,-8.906568440841511,14.363636363636363,1.3843116760253906,-0.42681145668029785,-0.40080058574676514,-11.916282892227173,-0.9087077379226685,-5.454503417015076
FALSE,FALSE,alternating,149,49,Mary slammed him a fastball,Mary slammed a fastball to him,indef,3,pronoun,1213,2,-34.11176028463524,-35.235791665967554,1.1240313813323155,55.18181818181818,4.852964401245117,-1.4853379726409912,3.7624351978302,4.619112133979797,2.578960418701172,-3.4382574558258057
FALSE,FALSE,alternating,149,49,Mary slammed the man a fastball,Mary slammed a fastball to the man,indef,3,shortDefinite,1214,52,-35.2481259831693,-38.338128883508034,3.0900029003387317,42.84615384615385,2.8022804260253906,0.15728625655174255,0.8495146036148071,1.334757924079895,3.205629289150238,-5.399220943450928
FALSE,FALSE,alternating,149,49,Bob slammed a woman a fastball,Bob slammed a fastball to a woman,indef,3,shortIndefinite,1215,3,-46.87599907396361,-41.362138987286016,-5.513860086677596,21.714285714285715,2.2362918853759766,-2.49727725982666,0.5812873840332031,1.2018985450267792,2.769198417663574,-4.5665061473846436
FALSE,FALSE,alternating,149,49,Alice slammed the woman from work a beer,Alice slammed a beer to the woman from work,indef,4,longDefinite,1216,53,-49.9426175490953,-46.001017547387164,-3.9416000017081387,38.53846153846154,1.1709365844726562,1.5597306489944458,1.1652081608772278,9.385007381439209,2.0308183431625366,-3.9685142040252686
FALSE,FALSE,alternating,149,49,Michael slammed a woman who was wearing a hat a beer,Michael slammed a beer to a woman who was wearing a hat,indef,4,longIndefinite,1217,4,-47.015811871620826,-37.18362845014781,-9.832183421473019,17.46153846153846,-0.05693817138671875,-5.665691018104553,-2.776931196451187,10.197715118527412,-1.8531532883644104,-8.54907476902008
FALSE,FALSE,alternating,149,49,Maria slammed him a beer,Maria slammed a beer to him,indef,4,pronoun,1218,55,-32.57556373931584,-36.639566771220416,4.064003031904576,45.76923076923077,4.591548919677734,-0.5373138189315796,4.607076168060303,7.324993968009949,1.818638801574707,8.425242185592651
FALSE,FALSE,alternating,149,49,Mary slammed the man a beer,Mary slammed a beer to the man,indef,4,shortDefinite,1219,5,-28.912452371965628,-43.86445058276877,14.95199821080314,41.0,2.2906723022460938,2.144000232219696,1.9691247940063477,8.230015277862549,2.7899460792541504,-2.4271152019500732
FALSE,FALSE,alternating,149,49,Bob slammed a woman a beer,Bob slammed a beer to a woman,indef,4,shortIndefinite,1220,56,-41.246929766610265,-44.944711910095066,3.697782143484801,37.76923076923077,1.4450244903564453,-4.452332019805908,0.9033446311950684,22.0994493663311,0.7311854362487793,-1.932098627090454
FALSE,FALSE,alternating,149,49,Juan slammed the woman from work something,Juan slammed something to the woman from work,something,5,longDefinite,1221,7,-58.62038791459054,-57.58305429946631,-1.0373336151242256,29.9,1.7158660888671875,0.6361374855041504,-1.2542203068733215,-3.6375927925109863,-0.5391920208930969,4.359538316726685
FALSE,FALSE,alternating,149,49,Bob slammed a woman who was wearing a hat something,Bob slammed something to a woman who was wearing a hat,something,5,longIndefinite,1222,57,-44.01569006196223,-38.89160786836874,-5.124082193593495,15.666666666666666,0.019313812255859375,-5.277001917362213,-0.040880441665649414,-4.042127847671509,4.7805178463459015,-2.6508744955062866
FALSE,FALSE,alternating,149,49,Maria slammed him something,Maria slammed something to him,something,5,pronoun,1223,8,-40.67631343565881,-40.97088561300188,0.2945721773430705,36.18181818181818,3.9440994262695312,-2.6970499753952026,1.2530412673950195,0.8133565187454224,-1.5688905715942383,2.385123372077942
FALSE,FALSE,alternating,149,49,Mary slammed the man something,Mary slammed something to the man,something,5,shortDefinite,1224,58,-41.425800101831555,-42.74453086638823,1.3187307645566761,35.55555555555556,1.8276138305664062,-1.4566587209701538,0.3176579475402832,-11.92576789855957,-0.3052675127983093,0.21238839626312256
FALSE,FALSE,alternating,149,49,Alice slammed a woman something,Alice slammed something to a woman,something,5,shortIndefinite,1225,9,-50.70613533910364,-46.22183297201991,-4.484302367083728,40.45454545454545,0.7842884063720703,-1.4758940935134888,2.2705483436584473,3.187997579574585,-0.49454474449157715,1.4027390480041504
FALSE,FALSE,alternating,150,50,Maria awarded the woman wearing the hat the job,Maria awarded the job to the woman wearing the hat,def,1,longDefinite,1226,60,-35.68636864447035,-31.56507112842519,-4.121297516045161,31.416666666666668,-2.0844078063964844,-10.444207310676575,-4.815672695636749,2.262830376625061,-1.2702838778495789,-16.050883293151855
FALSE,FALSE,alternating,150,50,Linda awarded a woman who was from work the job,Linda awarded the job to a woman who was from work,def,1,longIndefinite,1227,10,-52.133795050904155,-39.16747417068109,-12.966320880223066,21.272727272727273,-0.4709205627441406,-7.610273957252502,-9.28791230916977,-5.553390264511108,-9.386856198310852,-12.07310676574707
FALSE,FALSE,alternating,150,50,Juan awarded her the job,Juan awarded the job to her,def,1,pronoun,1228,61,-23.38095332076773,-22.523582188412547,-0.8573711323551834,56.4,1.8550987243652344,1.0874150395393372,2.052310049533844,8.87773847579956,2.0667911767959595,6.688019752502441
FALSE,FALSE,alternating,150,50,Linda awarded the woman the job,Linda awarded the job to the woman,def,1,shortDefinite,1229,11,-23.883977151941508,-21.53520182450302,-2.3487753274384886,27.11111111111111,-1.1764850616455078,1.4644068479537964,1.2624943256378174,5.323143839836121,0.40064358711242676,2.0628172159194946
FALSE,FALSE,alternating,150,50,Linda awarded a man the job,Linda awarded the job to a man,def,1,shortIndefinite,1230,62,-30.684501772979274,-23.614058170933276,-7.070443602045998,49.44444444444444,-0.5338211059570312,-4.410754203796387,-3.2748550176620483,2.4461026191711426,-4.768979072570801,-0.3759082555770874
FALSE,FALSE,alternating,150,50,Maria awarded the man who was wearing the hat the trophy,Maria awarded the trophy to the man who was wearing the hat,def,2,longDefinite,1231,13,-27.532761817332357,-28.331107619102113,0.7983458017697558,16.5,-1.28729248046875,-10.40677785873413,-5.720329433679581,4.3529550433158875,-4.353235721588135,-12.650410056114197
FALSE,FALSE,alternating,150,50,Alice awarded a man who was wearing a hat the trophy,Alice awarded the trophy to a man who was wearing a hat,def,2,longIndefinite,1232,63,-27.488595265429467,-26.186020451132208,-1.3025748142972589,23.0,-1.4202194213867188,-13.91009134054184,-7.947271466255188,-0.05591845512390137,-9.988745361566544,-28.387169539928436
FALSE,FALSE,alternating,150,50,Alice awarded him the trophy,Alice awarded the trophy to him,def,2,pronoun,1233,14,-25.72011767141521,-26.12247775308788,0.40236008167266846,36.1,2.607513427734375,2.3583746552467346,3.3349164724349976,-0.033554792404174805,-0.21161985397338867,0.646543025970459
FALSE,FALSE,alternating,150,50,Linda awarded the woman the trophy,Linda awarded the trophy to the woman,def,2,shortDefinite,1234,65,-30.234780830796808,-28.615715643623844,-1.6190651871729642,44.18181818181818,-0.19751548767089844,1.1496992111206055,1.302152395248413,5.402176260948181,0.23772186040878296,1.3719497323036194
FALSE,FALSE,alternating,150,50,Maria awarded a woman the trophy,Maria awarded the trophy to a woman,def,2,shortIndefinite,1235,15,-32.07880595326424,-29.8769369488582,-2.201869004406035,45.27272727272727,0.31352996826171875,-3.2872425317764282,-1.366527795791626,-6.036374807357788,-4.584883332252502,-4.350543975830078
FALSE,FALSE,alternating,150,50,Juan awarded the man wearing the hat a raise,Juan awarded a raise to the man wearing the hat,indef,3,longDefinite,1236,66,-39.09855509130284,-42.66918461257592,3.5706295212730765,35.45454545454545,1.0599212646484375,-9.54015862941742,-0.6368641257286072,-10.841112613677979,1.2470905184745789,-9.496630489826202
FALSE,FALSE,alternating,150,50,John awarded a woman wearing a hat a raise,John awarded a raise to a woman wearing a hat,indef,3,longIndefinite,1237,16,-31.64362719003111,-34.45966072008014,2.816033530049026,10.5,1.0223426818847656,-10.790533423423767,-4.634695947170258,3.485475540161133,-1.7931293845176697,-11.173313975334167
FALSE,FALSE,alternating,150,50,Juan awarded her a raise,Juan awarded a raise to her,indef,3,pronoun,1238,67,-29.064088457264006,-30.564064597710967,1.499976140446961,76.33333333333333,4.233980178833008,0.4728727340698242,3.862671375274658,11.693857192993164,4.423672199249268,2.5540190935134888
FALSE,FALSE,alternating,150,50,Juan awarded the man a raise,Juan awarded a raise to the man,indef,3,shortDefinite,1239,18,-29.81281059095636,-35.1955095063895,5.382698915433139,57.111111111111114,1.9392223358154297,1.3324052095413208,4.177442789077759,4.474774360656738,4.837796688079834,-2.993069648742676
FALSE,FALSE,alternating,150,50,Michael awarded a woman a raise,Michael awarded a raise to a woman,indef,3,shortIndefinite,1240,68,-33.5308200372383,-32.79357462003827,-0.7372454172000289,42.55555555555556,1.7593250274658203,-2.683990240097046,1.9546083211898804,-1.0211564302444458,0.36666834354400635,0.44692981243133545
FALSE,FALSE,alternating,150,50,Maria awarded the man wearing the hat some tickets,Maria awarded some tickets to the man wearing the hat,indef,4,longDefinite,1241,19,-45.46203352906741,-41.7379591409117,-3.7240743881557137,17.333333333333332,0.18030548095703125,-11.320700228214264,-2.0543092489242554,-13.743242740631104,-3.2478822469711304,-11.025058627128601
FALSE,FALSE,alternating,150,50,Alice awarded a woman who was from work some tickets,Alice awarded some tickets to a woman who was from work,indef,4,longIndefinite,1242,70,-52.42290846630931,-47.229755306150764,-5.193153160158545,33.666666666666664,-0.44781494140625,-10.73532897233963,-6.232406198978424,-9.591376543045044,-6.057237029075623,-19.86050856113434
FALSE,FALSE,alternating,150,50,Juan awarded her some tickets,Juan awarded some tickets to her,indef,4,pronoun,1243,20,-33.556776772020385,-33.20696845999919,-0.3498083120211959,67.7,1.5640926361083984,0.06083017587661743,3.7204283475875854,9.784448385238647,0.9886590838432312,6.546569347381592
FALSE,FALSE,alternating,150,50,Maria awarded the woman some tickets,Maria awarded some tickets to the woman,indef,4,shortDefinite,1244,71,-36.369685424957424,-39.53518590820022,3.165500483242795,54.54545454545455,-0.32477569580078125,0.5684201121330261,3.9732677936553955,-4.87683367729187,3.364837884902954,1.4100944995880127
FALSE,FALSE,alternating,150,50,Linda awarded a man some tickets,Linda awarded some tickets to a man,indef,4,shortIndefinite,1245,21,-40.46486883214675,-38.127350383671,-2.3375184484757483,58.7,-0.0007915496826171875,0.2757965326309204,0.5273193717002869,-4.674765586853027,-0.19520580768585205,2.344381093978882
FALSE,FALSE,alternating,150,50,John awarded the woman from work something,John awarded something to the woman from work,something,5,longDefinite,1246,72,-62.2029560348019,-44.07347617857158,-18.12947985623032,33.27272727272727,1.6929054260253906,-3.519148111343384,-6.825073957443237,-1.0106432437896729,-2.907080054283142,-2.0473928451538086
FALSE,FALSE,alternating,150,50,John awarded a man from work something,John awarded something to a man from work,something,5,longIndefinite,1247,23,-57.68013168219477,-42.37809472437948,-15.30203695781529,56.857142857142854,2.6709671020507812,-6.028221845626831,-3.4758771657943726,0.1206977367401123,-2.635053277015686,6.8924174308776855
FALSE,FALSE,alternating,150,50,Alice awarded him something,Alice awarded something to him,something,5,pronoun,1248,73,-30.57563168462366,-33.84041363745928,3.2647819528356194,63.36363636363637,4.088676452636719,1.0782997608184814,1.9262871742248535,4.137216567993164,0.12565851211547852,-0.09307694435119629
FALSE,FALSE,alternating,150,50,Bob awarded the man something,Bob awarded something to the man,something,5,shortDefinite,1249,24,-33.009785811416805,-33.46425199997611,0.45446618855930865,45.9,2.221342086791992,-0.19101309776306152,-1.5915842056274414,1.740588903427124,-0.12631595134735107,-0.54931640625
FALSE,FALSE,alternating,150,50,Michael awarded a man something,Michael awarded something to a man,something,5,shortIndefinite,1250,75,-44.333658249583095,-37.62001846637577,-6.713639783207327,38.666666666666664,1.8923072814941406,-3.7492611408233643,-1.559802770614624,3.848038673400879,-1.3680155277252197,3.450032949447632
TRUE,FALSE,alternating,151,51,Linda signaled the woman wearing the hat her intentions,Linda signaled her intentions to the woman wearing the hat,def,1,longDefinite,1251,25,-40.12114229169674,-34.77061503678851,-5.350527254908229,34.54545454545455,0.9543800354003906,-5.375873804092407,-10.765212416648865,-6.8100152015686035,-5.859511137008667,-16.05761682987213
TRUE,FALSE,alternating,151,51,Maria signaled a woman wearing a hat her intentions,Maria signaled her intentions to a woman wearing a hat,def,1,longIndefinite,1252,76,-45.51888102386147,-31.920911302324384,-13.597969721537083,13.2,1.4537925720214844,-10.037418007850647,-11.706180483102798,-8.597887992858887,-12.694066494703293,-14.781899511814117
TRUE,FALSE,alternating,151,51,Alice signaled him her intentions,Alice signaled her intentions to him,def,1,pronoun,1253,26,-31.94013431435451,-26.59438488841988,-5.345749425934628,26.666666666666668,2.2659263610839844,-3.132804572582245,-2.0801010131835938,-6.60144305229187,-2.8617537021636963,-15.152675151824951
TRUE,FALSE,alternating,151,51,Alice signaled the woman her intentions,Alice signaled her intentions to the woman,def,1,shortDefinite,1254,77,-29.076201422023587,-26.74884560937062,-2.327355812652968,31.9,2.535795211791992,-2.6967861652374268,-2.5714263916015625,-7.708540439605713,-3.5150656700134277,4.127452611923218
TRUE,FALSE,alternating,151,51,Maria signaled a woman her intentions,Maria signaled her intentions to a woman,def,1,shortIndefinite,1255,28,-45.50886154221371,-36.61582709569484,-8.893034446518868,26.555555555555557,2.1565704345703125,-5.014017105102539,-6.134670853614807,-1.6570241451263428,-10.337440371513367,-5.507690906524658
FALSE,FALSE,alternating,151,51,John signaled the woman who was from work the time,John signaled the time to the woman who was from work,def,2,longDefinite,1256,78,-53.17225443175994,-39.16723142430419,-14.005023007455748,20.4,-1.3155250549316406,-0.02791726589202881,1.5239025354385376,1.9266566634178162,-2.0576770305633545,2.7148048877716064
FALSE,FALSE,alternating,151,51,Bob signaled a man who was from work the time,Bob signaled the time to a man who was from work,def,2,longIndefinite,1257,29,-53.75251407106407,-38.521887560607865,-15.230626510456204,28.7,-1.6003379821777344,0.6635410785675049,-0.491237998008728,7.021116495132446,-0.9123080968856812,-7.5869728326797485
FALSE,FALSE,alternating,151,51,Bob signaled her the time,Bob signaled the time to her,def,2,pronoun,1258,79,-32.98300606897101,-31.290106193569954,-1.6928998754010536,53.27272727272727,-2.1242027282714844,-2.864698886871338,1.7272186279296875,8.364306211471558,1.1382029056549072,2.8635478019714355
FALSE,FALSE,alternating,151,51,Alice signaled the woman the time,Alice signaled the time to the woman,def,2,shortDefinite,1259,30,-32.544409002061,-25.73053917416837,-6.813869827892631,17.833333333333332,-0.8844966888427734,1.2513976097106934,2.6922338008880615,4.163151055574417,-4.115758419036865,4.580941200256348
FALSE,FALSE,alternating,151,51,Michael signaled a man the time,Michael signaled the time to a man,def,2,shortIndefinite,1260,81,-43.306883851997554,-29.418415509629995,-13.88846834236756,21.0,-0.5207710266113281,-1.6883389949798584,2.0550174713134766,3.245858669281006,-0.2798588275909424,-4.055631875991821
FALSE,FALSE,alternating,151,51,John signaled the woman from work a score,John signaled a score to the woman from work,indef,3,longDefinite,1261,31,-58.40965664118994,-47.019019307161216,-11.390637334028725,33.77777777777778,-0.8183631896972656,2.2587904930114746,-2.975157618522644,8.775152206420898,-2.575396776199341,-8.68957781791687
FALSE,FALSE,alternating,151,51,Bob signaled a woman from work a score,Bob signaled a score to a woman from work,indef,3,longIndefinite,1262,82,-57.98851443035528,-44.66082357009873,-13.327690860256553,34.0,0.11229324340820312,-0.9777919054031372,-2.2987403869628906,10.087019681930542,-2.826688766479492,-8.852027416229248
FALSE,FALSE,alternating,151,51,Mary signaled him a score,Mary signaled a score to him,indef,3,pronoun,1263,33,-37.52465107629541,-39.343030630843714,1.8183795545483008,18.0,1.7167987823486328,0.004995942115783691,3.0439631938934326,-0.8553447723388672,2.8531250953674316,-9.303568959236145
FALSE,FALSE,alternating,151,51,Alice signaled the man a score,Alice signaled a score to the man,indef,3,shortDefinite,1264,83,-40.263523517292924,-37.82006336806808,-2.4434601492248476,36.0,0.30136871337890625,1.8918218612670898,-1.0174356698989868,5.589014768600464,0.15814542770385742,-1.7960132360458374
FALSE,FALSE,alternating,151,51,Linda signaled a woman a score,Linda signaled a score to a woman,indef,3,shortIndefinite,1265,34,-48.52082211035304,-45.22076112841023,-3.3000609819428064,32.46153846153846,0.6812114715576172,2.1134287118911743,-2.35514760017395,13.136579185724258,-1.0280780792236328,-8.887662172317505
FALSE,FALSE,alternating,151,51,Michael signaled the woman who was wearing the hat a formation,Michael signaled a formation to the woman who was wearing the hat,indef,4,longDefinite,1266,84,-49.53522675961722,-42.97580055083381,-6.559426208783407,29.4,-0.9454078674316406,-4.699647605419159,-3.4539395570755005,-5.3152817487716675,-4.838044166564941,-0.9262423515319824
FALSE,FALSE,alternating,151,51,Alice signaled a woman from work a formation,Alice signaled a formation to a woman from work,indef,4,longIndefinite,1267,35,-72.71867924439721,-56.52209225168917,-16.196586992708035,48.0,0.46813201904296875,-1.4680376052856445,-1.7998135089874268,0.9096755981445312,-4.196780443191528,-4.9638025760650635
FALSE,FALSE,alternating,151,51,Michael signaled her a formation,Michael signaled a formation to her,indef,4,pronoun,1268,86,-42.863708358840086,-37.6671170584159,-5.196591300424188,34.833333333333336,-0.9437580108642578,-3.720227360725403,-0.9003000259399414,2.746953010559082,2.1768012046813965,-1.9563579559326172
FALSE,FALSE,alternating,151,51,Juan signaled the man a formation,Juan signaled a formation to the man,indef,4,shortDefinite,1269,36,-45.28742691304069,-43.58856379240751,-1.6988631206331775,24.142857142857142,0.7915077209472656,1.5641016960144043,-2.4220385551452637,3.1160764694213867,-3.4977574348449707,-4.38780951499939
FALSE,FALSE,alternating,151,51,Bob signaled a woman a formation,Bob signaled a formation to a woman,indef,4,shortIndefinite,1270,87,-55.6161904373439,-52.130972912418656,-3.485217524925247,29.75,1.0370502471923828,-2.5470858812332153,-1.1340696811676025,1.5517705082893372,-4.02369499206543,-4.094054222106934
FALSE,FALSE,alternating,151,51,Linda signaled the woman who was from work something,Linda signaled something to the woman who was from work,something,5,longDefinite,1271,38,-49.440335276769474,-41.0003361441195,-8.439999132649973,14.666666666666666,2.1841697692871094,-4.410732746124268,-5.421551942825317,0.5143532752990723,-5.72843599319458,-13.662359237670898
FALSE,FALSE,alternating,151,51,Mary signaled a woman who was wearing a hat something,Mary signaled something to a woman who was wearing a hat,something,5,longIndefinite,1272,88,-40.47310544131324,-27.75246103212703,-12.720644409186207,10.454545454545455,1.7246360778808594,-6.569117367267609,-5.559485018253326,-8.814762830734253,-3.7758322954177856,-13.586907267570496
FALSE,FALSE,alternating,151,51,Mary signaled him something,Mary signaled something to him,something,5,pronoun,1273,39,-29.32889115868602,-22.46156380372122,-6.8673273549648,38.7,3.3372039794921875,-5.900799989700317,-0.7544524669647217,-7.9911603927612305,0.33615684509277344,-12.678776621818542
FALSE,FALSE,alternating,151,51,Maria signaled the man something,Maria signaled something to the man,something,5,shortDefinite,1274,89,-31.74006823945092,-25.586349332821555,-6.153718906629365,24.3,2.2631263732910156,-1.9412628412246704,-5.5082162618637085,-5.582193851470947,-4.4639997482299805,-8.71663498878479
FALSE,FALSE,alternating,151,51,Michael signaled a woman something,Michael signaled something to a woman,something,5,shortIndefinite,1275,40,-44.48776148236357,-29.1100411034422,-15.377720378921367,17.5,2.489614486694336,-3.1685187816619873,-3.6998450756073,3.0893003940582275,-3.021444320678711,5.846578598022461
FALSE,FALSE,alternating,152,52,Linda bounced the woman who was wearing the hat the ball,Linda bounced the ball to the woman who was wearing the hat,def,1,longDefinite,1276,91,-38.62129634892335,-29.90159388363827,-8.719702465285081,7.2,-3.8699188232421875,-11.217653751373291,-7.8672590255737305,0.8774475455284119,-9.954984068870544,-24.9644558429718
FALSE,FALSE,alternating,152,52,Bob bounced a man wearing a hat the ball,Bob bounced the ball to a man wearing a hat,def,1,longIndefinite,1277,41,-41.18764323729556,-26.453372610383667,-14.734270626911893,7.846153846153846,-3.7650718688964844,-12.661396563053131,-10.157916992902756,-2.3067140579223633,-8.840332418680191,-16.8034046292305
FALSE,FALSE,alternating,152,52,Maria bounced him the ball,Maria bounced the ball to him,def,1,pronoun,1278,92,-29.12956287409179,-25.21917601651512,-3.9103868575766683,37.23076923076923,-1.0795307159423828,-2.403938412666321,1.9182723760604858,-0.8619303703308105,-3.5325502157211304,-0.0314183235168457
FALSE,FALSE,alternating,152,52,Michael bounced the man the ball,Michael bounced the ball to the man,def,1,shortDefinite,1279,42,-23.95967099373229,-24.994486668438185,1.0348156747058965,21.636363636363637,-1.7558841705322266,-3.09123158454895,-3.6840109825134277,8.540064096450806,-3.3370578289031982,-9.93562650680542
FALSE,FALSE,alternating,152,52,Maria bounced a man the ball,Maria bounced the ball to a man,def,1,shortIndefinite,1280,93,-41.20613157004118,-35.60258568811696,-5.603545881924219,15.6,-2.5577869415283203,-6.184017896652222,-3.3561469316482544,-3.9482240676879883,-6.101140379905701,-13.626014709472656
FALSE,FALSE,alternating,152,52,Bob bounced the woman wearing the hat the shoe,Bob bounced the shoe to the woman wearing the hat,def,2,longDefinite,1281,44,-58.62213575839996,-45.000541405926924,-13.62159435247304,11.285714285714286,-0.468109130859375,-8.191617250442505,-8.237057030200958,1.3425883054733276,-6.501891493797302,-6.901343941688538
FALSE,FALSE,alternating,152,52,Alice bounced a woman wearing a hat the shoe,Alice bounced the shoe to a woman wearing a hat,def,2,longIndefinite,1282,94,-62.48072597500868,-42.96781689627096,-19.51290907873772,3.75,-0.3710823059082031,-11.772970855236053,-4.669625103473663,-4.991747736930847,-3.4493610560894012,-19.562242805957794
FALSE,FALSE,alternating,152,52,John bounced her the shoe,John bounced the shoe to her,def,2,pronoun,1283,45,-42.9459835436428,-35.80552254465874,-7.140460998984054,49.69230769230769,0.5052471160888672,-2.160629987716675,1.194810390472412,10.0085608959198,3.1763663291931152,-4.018706321716309
FALSE,FALSE,alternating,152,52,Juan bounced the man the shoe,Juan bounced the shoe to the man,def,2,shortDefinite,1284,96,-36.11571562686004,-45.8061519645853,9.69043633772526,36.18181818181818,1.0213432312011719,-0.45390021800994873,-3.6211150884628296,6.314754366874695,0.8924285173416138,4.190983533859253
FALSE,FALSE,alternating,152,52,Linda bounced a man the shoe,Linda bounced the shoe to a man,def,2,shortIndefinite,1285,46,-48.186902544111945,-55.08032496192027,6.893422417808324,16.916666666666668,0.7231216430664062,-5.421222686767578,-0.16823959350585938,-4.044806241989136,-0.31435370445251465,-6.355031967163086
FALSE,FALSE,alternating,152,52,Juan bounced the woman from work a bottle,Juan bounced a bottle to the woman from work,indef,3,longDefinite,1286,97,-62.65804075170308,-54.793269330461044,-7.86477142124204,46.9,0.9972763061523438,-0.4803730249404907,-6.0773608684539795,7.219701766967773,-5.459359884262085,-3.1927852630615234
