iterationName,rt,response,setid,gameid,theme_type,recipient_id,verb_id,theme_id,DOsentence,PDsentence,frequency_rank,classification,stimulus_type,highValueMeans
mturkpilot1,1316.3400000012189,63,12,6400-57c39730-52fd-4647-be9f-dfa31d65b98a,,,,,,,,,catch1,error
mturkpilot1,6455.245000001014,,12,6400-57c39730-52fd-4647-be9f-dfa31d65b98a,,,,,,,,,exit_survey,
mturkpilot1,1346.6000000007625,,12,6400-57c39730-52fd-4647-be9f-dfa31d65b98a,,,,,,,,,,
mturk_sample,3738,,15,2668-d5d3b5b7-3051-46ad-9361-649e89c5b24a,,,,,,,,,,
mturk_sample,3350.999999999999,,15,2668-d5d3b5b7-3051-46ad-9361-649e89c5b24a,,,,,,,,,,
mturk_sample,6456.999999999999,,15,2668-d5d3b5b7-3051-46ad-9361-649e89c5b24a,,,,,,,,,,
mturk_sample,4845.000000000004,67,15,2668-d5d3b5b7-3051-46ad-9361-649e89c5b24a,def,shortIndefinite,105,1,John showed a woman the city,John showed the city to a woman,5,alternating,main_judgement,DO
mturk_sample,2688.720000209287,,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,,,,,,,,,,
mturk_sample,2162.74999990128,,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,,,,,,,,,,
mturk_sample,1945.865000001504,,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,,,,,,,,,,
mturk_sample,6335.540000000037,,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,,,,,,,,,,
mturk_sample,27362.775000045076,,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,,,,,,,,,,
mturk_sample,11495.95500016585,15,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,def,longIndefinite,102,2,Maria told a woman who was wearing a hat the tale,Maria told the tale to a woman who was wearing a hat,2,alternating,main_judgement,DO
mturk_sample,8999.93499997072,100,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,indef,longIndefinite,108,4,Michael read a man who was from work a note,Michael read a note to a man who was from work,8,alternating,main_judgement,PD
mturk_sample,64670.765000000756,,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,,,,,,,,,,
mturk_sample,6495.49000011757,39,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,something,pronoun,111,5,John offered her something,John offered something to her,11,alternating,main_judgement,PD
mturk_sample,4854.844999999841,,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,,,,,,,,,,
mturk_sample,34016.859999999724,,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,,,,,,,,,,
mturk_sample,5399.550000205636,96,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,def,shortDefinite,115,1,John hit the woman the ball,John hit the ball to the woman,15,alternating,main_judgement,PD
mturk_sample,8461.820000000444,13,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,shortDefinite,102,2,Linda told the man the tale,Linda told the tale to the man,2,alternating,main_judgement,DO
mturk_sample,7135.645000031218,100,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,def,shortIndefinite,118,2,John carried a woman the suitcase,John carried the suitcase to a woman,18,alternating,main_judgement,PD
mturk_sample,9955.625000002328,64,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,shortIndefinite,105,3,Juan showed a woman a picture,Juan showed a picture to a woman,5,alternating,main_judgement,PD
mturk_sample,12457.669999916106,64,19,9114-77c29878-42a0-4f90-92c4-bf7c76cbc74f,indef,longDefinite,121,4,Bob pushed the woman from work a book,Bob pushed a book to the woman from work,21,alternating,main_judgement,DO
mturk_sample,34531.07999999884,,23,7224-d1574629-72a8-4be0-a600-512cb6619514,,,,,,,,,,
mturk_sample,11499.100000000908,32,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,longDefinite,108,5,John read the woman who was from work something,John read something to the woman who was from work,8,alternating,main_judgement,DO
mturk_sample,11122.325000000274,,23,7224-d1574629-72a8-4be0-a600-512cb6619514,,,,,,,,,,
mturk_sample,10915.444999998726,15,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,longIndefinite,112,1,Bob passed a woman who was from work the salt,Bob passed the salt to a woman who was from work,12,alternating,main_judgement,DO
mturk_sample,7225.829999999405,1,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,pronoun,115,2,John hit her the football,John hit the football to her,15,alternating,main_judgement,DO
mturk_sample,54070.40500000039,,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,,,,,,,,,,
mturk_sample,5187.935000001744,73,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,pronoun,121,4,Mary pushed him a book,Mary pushed a book to him,21,alternating,main_judgement,DO
mturk_sample,11821.869999999777,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,pronoun,102,1,Juan told her the news,Juan told the news to her,2,alternating,main_judgement,PD
mturk_sample,11317.719999999099,51,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,shortDefinite,124,5,Michael fed the woman something,Michael fed something to the woman,24,alternating,main_judgement,PD
mturk_sample,5830.565000000206,87,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,shortIndefinite,128,1,Linda extended a woman her hand,Linda extended her hand to a woman,28,alternating,main_judgement,PD
mturk_sample,9302.070000001579,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,shortDefinite,105,2,Linda showed the man the way,Linda showed the way to the man,5,alternating,main_judgement,PD
mturk_sample,10681.609999999637,13,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,longDefinite,131,3,Maria slipped the woman wearing the hat some instructions,Maria slipped some instructions to the woman wearing the hat,31,alternating,main_judgement,DO
mturk_sample,12230.284999999654,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,shortIndefinite,108,3,Alice read a man a story,Alice read a story to a man,8,alternating,main_judgement,DO
mturk_sample,7779.22999999646,14,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,longDefinite,137,5,Maria slid the man from work something,Maria slid something to the man from work,37,alternating,main_judgement,DO
mturk_sample,7966.725000000239,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,something,shortIndefinite,114,5,John drove a woman something,John drove something to a woman,14,alternating,main_judgement,PD
mturk_sample,8587.155000001076,66,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,longIndefinite,141,1,John guaranteed a woman from work the job,John guaranteed the job to a woman from work,41,alternating,main_judgement,DO
mturk_sample,12886.400000001246,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,longDefinite,118,2,Bob carried the man who was from work the suitcase,Bob carried the suitcase to the man who was from work,18,alternating,main_judgement,DO
mturk_sample,9336.644999999407,44,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,pronoun,144,2,Michael rented her the space,Michael rented the space to her,44,alternating,main_judgement,DO
mturk_sample,5542.480000000069,37,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,shortDefinite,147,3,Mary shipped the woman a package,Mary shipped a package to the woman,47,alternating,main_judgement,DO
mturk_sample,6414.709999997285,65,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,shortIndefinite,150,4,Linda awarded a man some tickets,Linda awarded some tickets to a man,50,alternating,main_judgement,PD
mturk_sample,7644.785000000411,7,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,shortIndefinite,157,1,Mary hauled a woman the bananas,Mary hauled the bananas to a woman,57,alternating,main_judgement,DO
mturk_sample,20542.27499999979,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,longIndefinite,121,3,Linda pushed a woman who was from work a plate,Linda pushed a plate to a woman who was from work,21,alternating,main_judgement,DO
mturk_sample,9310.524999998946,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,pronoun,124,4,Mary fed him some leftovers,Mary fed some leftovers to him,24,alternating,main_judgement,PD
mturk_sample,10181.81999999797,15,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,longDefinite,160,3,Bob emailed the man wearing the hat some instructions,Bob emailed some instructions to the man wearing the hat,60,alternating,main_judgement,DO
mturk_sample,6574.324999999604,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,something,shortDefinite,127,5,Juan kicked the man something,Juan kicked something to the man,27,alternating,main_judgement,PD
mturk_sample,7577.154999999038,80,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,longIndefinite,163,4,Maria phoned a man who was from work a request,Maria phoned a request to a man who was from work,63,alternating,main_judgement,PD
mturk_sample,7806.335000001127,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,shortDefinite,134,2,Mary dragged the woman the chair,Mary dragged the chair to the woman,34,alternating,main_judgement,PD
mturk_sample,9966.039999999339,27,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,pronoun,166,5,John tugged her something,John tugged something to her,66,alternating,main_judgement,DO
mturk_sample,7294.710000000108,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,shortIndefinite,137,3,Linda slid a woman a note,Linda slid a note to a woman,37,alternating,main_judgement,PD
mturk_sample,13631.35500000135,43,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,shortDefinite,170,1,Alice flicked the woman the coin,Alice flicked the coin to the woman,70,alternating,main_judgement,PD
mturk_sample,9789.890000000014,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,something,longDefinite,140,5,Alice advanced the woman who was wearing the hat something,Alice advanced something to the woman who was wearing the hat,40,alternating,main_judgement,DO
mturk_sample,8986.40499999965,81,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,shortDefinite,176,3,Maria relayed the woman some findings,Maria relayed some findings to the woman,76,alternating,main_judgement,PD
mturk_sample,9934.430000001157,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,longIndefinite,144,1,Mary rented a man who was from work the apartment,Mary rented the apartment to a man who was from work,44,alternating,main_judgement,PD
mturk_sample,7952.189999999973,82,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,shortIndefinite,179,4,Mary heaved a man a ball,Mary heaved a ball to a man,79,alternating,main_judgement,PD
mturk_sample,8558.750000000146,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,pronoun,147,2,John shipped her the present,John shipped the present to her,47,alternating,main_judgement,DO
mturk_sample,10566.110000003391,29,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,longDefinite,183,1,Alice loaned the man wearing the hat the apartment,Alice loaned the apartment to the man wearing the hat,83,alternating,main_judgement,DO
mturk_sample,16678.640000000072,49,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,pronoun,153,4,John snuck her a look,John snuck a look to her,53,alternating,main_judgement,PD
mturk_sample,9660.4499999994,41,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,longIndefinite,186,2,John ferried a woman from work the package,John ferried the package to a woman from work,86,alternating,main_judgement,DO
mturk_sample,7574.375000000175,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,something,shortDefinite,156,5,Linda preached the team something,Linda preached something to the team,56,alternating,main_judgement,PD
mturk_sample,9560.329999996611,78,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,longIndefinite,192,4,John refunded a woman from work a charge,John refunded a charge to a woman from work,92,alternating,main_judgement,PD
mturk_sample,11102.419999999285,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,shortIndefinite,160,1,Michael emailed a man the information,Michael emailed the information to a man,60,alternating,main_judgement,DO
mturk_sample,8523.90000000014,51,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,pronoun,195,5,Bob bequeathed her something,Bob bequeathed something to her,95,alternating,main_judgement,PD
mturk_sample,12479.624999999884,79,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,shortDefinite,199,1,John catapulted the man the box,John catapulted the box to the man,99,alternating,main_judgement,PD
mturk_sample,13910.499999999942,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,longDefinite,163,3,Linda phoned the woman from work a welcome,Linda phoned a welcome to the woman from work,63,alternating,main_judgement,DO
mturk_sample,8718.864999998885,79,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,shortIndefinite,2,2,Mary provided a team the food,Mary provided the food to a team,2,non-alternating,main_judgement,PD
mturk_sample,13478.245000000228,51,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,something,longDefinite,169,5,Bob repaid the man wearing the hat something,Bob repaid something to the man wearing the hat,69,alternating,main_judgement,DO
mturk_sample,7707.565000000584,15,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,longDefinite,5,4,Alice raised the man who was from work her hand,Alice raised her hand to the man who was from work,5,non-alternating,main_judgement,DO
mturk_sample,7838.004999997793,84,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,longDefinite,12,1,Alice revealed the woman from work the end,Alice revealed the end to the woman from work,12,non-alternating,main_judgement,PD
mturk_sample,11118.790000000445,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,longIndefinite,173,1,Linda hurled a man who was from work the key,Linda hurled the key to a man who was from work,73,alternating,main_judgement,PD
mturk_sample,6600.3400000008405,10,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,longIndefinite,15,2,Bob admitted a man who was from work the error,Bob admitted the error to a man who was from work,15,non-alternating,main_judgement,DO
mturk_sample,8478.18999999977,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,pronoun,176,2,Juan relayed her the results,Juan relayed the results to her,76,alternating,main_judgement,PD
mturk_sample,5826.440000000701,44,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,pronoun,18,3,John delivered her a book,John delivered a book to her,18,non-alternating,main_judgement,DO
mturk_sample,5624.889999999141,76,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,shortDefinite,21,4,Linda contributed the woman some paintings,Linda contributed some paintings to the woman,21,non-alternating,main_judgement,PD
mturk_sample,11007.22000000131,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,shortDefinite,179,3,Juan heaved the man a carton,Juan heaved a carton to the man,79,alternating,main_judgement,PD
mturk_sample,5142.32500000071,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,shortIndefinite,182,4,John forwarded a woman a package,John forwarded a package to a woman,82,alternating,main_judgement,PD
mturk_sample,7690.130000002682,72,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,shortIndefinite,31,2,Bob shouted a woman the instructions,Bob shouted the instructions to a woman,31,non-alternating,main_judgement,PD
mturk_sample,7097.19000000041,16,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,longDefinite,34,4,Linda submitted the woman who was from work a proposal,Linda submitted a proposal to the woman who was from work,34,non-alternating,main_judgement,DO
mturk_sample,11205.610000000917,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,shortIndefinite,189,1,Maria bused a team the packages,Maria bused the packages to a team,89,alternating,main_judgement,PD
mturk_sample,7197.125000002445,79,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,longIndefinite,37,5,Maria restored a man from work something,Maria restored something to a man from work,37,non-alternating,main_judgement,PD
mturk_sample,6138.165000000328,84,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,pronoun,41,1,Alice distributed them the flyers,Alice distributed the flyers to them,41,non-alternating,main_judgement,PD
mturk_sample,14982.565000000293,51,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,longDefinite,192,3,Alice refunded the woman from work a sum,Alice refunded a sum to the woman from work,92,alternating,main_judgement,DO
mturk_sample,1419.7449999992386,,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,,,,,,,,,,
mturk_sample,10029.119999999297,86,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,pronoun,47,3,Mary conveyed him a sentiment,Mary conveyed a sentiment to him,47,non-alternating,main_judgement,PD
mturk_sample,2942.6149999999325,,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,,,,,,,,,,
mturk_sample,9534.670000000915,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,longIndefinite,195,4,John bequeathed a man wearing a hat a portrait,John bequeathed a portrait to a man wearing a hat,95,alternating,main_judgement,PD
mturk_sample,10023.819999998552,20,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,shortDefinite,50,4,Maria transported the woman some trucks,Maria transported some trucks to the woman,50,non-alternating,main_judgement,DO
mturk_sample,7606.424999999988,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,something,pronoun,198,5,Michael shuttled them something,Michael shuttled something to them,98,alternating,main_judgement,PD
mturk_sample,5763.200000001234,16,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,shortIndefinite,53,5,Maria articulated a woman something,Maria articulated something to a woman,53,non-alternating,main_judgement,DO
mturk_sample,7838.560000000172,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,shortDefinite,2,1,Linda provided the team the report,Linda provided the report to the team,2,non-alternating,main_judgement,PD
mturk_sample,9738.01000000094,93,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,longDefinite,57,2,Maria roared the woman who was wearing the hat her reply,Maria roared her reply to the woman who was wearing the hat,57,non-alternating,main_judgement,PD
mturk_sample,7230.4949999997625,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,shortDefinite,8,3,Michael dropped the man a basket,Michael dropped a basket to the man,8,non-alternating,main_judgement,DO
mturk_sample,26834.36499999516,,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,,,,,,,,,,
mturk_sample,7405.474999999511,21,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,longIndefinite,60,3,Maria whined a man who was from work a gripe,Maria whined a gripe to a man who was from work,60,non-alternating,main_judgement,DO
mturk_sample,6806.469999999506,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,shortIndefinite,11,4,Alice presented a man a painting,Alice presented a painting to a man,11,non-alternating,main_judgement,PD
mturk_sample,6629.19999999943,25,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,longIndefinite,66,5,Linda whistled a man from work something,Linda whistled something to a man from work,66,non-alternating,main_judgement,DO
mturk_sample,13335.090000000491,81,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,something,longDefinite,105,5,Juan showed the man who was wearing the hat something,Juan showed something to the man who was wearing the hat,5,alternating,main_judgement,PD
mturk_sample,11478.240000000398,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,longDefinite,15,1,John admitted the man wearing the hat the mistake,John admitted the mistake to the man wearing the hat,15,non-alternating,main_judgement,DO
mturk_sample,6077.059999999648,33,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,pronoun,70,1,Alice growled him the response,Alice growled the response to him,70,non-alternating,main_judgement,DO
mturk_sample,9892.879999999423,18,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,def,longIndefinite,109,1,Bob paid a man who was from work the money,Bob paid the money to a man who was from work,9,alternating,main_judgement,PD
mturk_sample,6095.794999997423,32,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,shortDefinite,73,2,Alice howled the woman the lament,Alice howled the lament to the woman,73,non-alternating,main_judgement,DO
mturk_sample,9662.339999998978,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,longIndefinite,18,2,Mary delivered a woman who was from work the food,Mary delivered the food to a woman who was from work,18,non-alternating,main_judgement,PD
mturk_sample,6014.455000000424,17,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,shortIndefinite,76,3,Linda shrieked a woman some news,Linda shrieked some news to a woman,76,non-alternating,main_judgement,DO
mturk_sample,9080.625000002328,51,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,def,pronoun,112,2,Mary passed him the hat,Mary passed the hat to him,12,alternating,main_judgement,PD
mturk_sample,10734.549999999173,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,longIndefinite,24,4,Mary lifted a woman from work an instrument,Mary lifted an instrument to a woman from work,24,non-alternating,main_judgement,DO
mturk_sample,7035.694999998668,82,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,indef,shortDefinite,115,3,Linda hit the woman a baseball,Linda hit a baseball to the woman,15,alternating,main_judgement,PD
mturk_sample,10406.800000000629,69,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,shortIndefinite,82,5,Alice reimbursed a man something,Alice reimbursed something to a man,82,non-alternating,main_judgement,PD
mturk_sample,6750.7249999999185,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,something,pronoun,27,5,Juan proposed her something,Juan proposed something to her,27,non-alternating,main_judgement,PD
mturk_sample,7636.999999995169,5,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,indef,shortIndefinite,118,4,Michael carried a woman a plate,Michael carried a plate to a woman,18,alternating,main_judgement,PD
mturk_sample,7704.655000001425,74,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,def,longDefinite,86,2,Michael squeaked the woman wearing the hat the words,Michael squeaked the words to the woman wearing the hat,86,non-alternating,main_judgement,PD
mturk_sample,4619.480000001204,71,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,def,shortIndefinite,125,1,Bob promised a man the vacation,Bob promised the vacation to a man,25,alternating,main_judgement,DO
mturk_sample,9870.895000000019,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,shortDefinite,31,1,Juan shouted the woman the directions,Juan shouted the directions to the woman,31,non-alternating,main_judgement,DO
mturk_sample,7342.899999999674,93,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,longIndefinite,89,3,Juan bellowed a man who was from work an order,Juan bellowed an order to a man who was from work,89,non-alternating,main_judgement,PD
mturk_sample,8676.214999999502,87,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,indef,longDefinite,128,3,John extended the man who was from work an offer,John extended an offer to the man who was from work,28,alternating,main_judgement,PD
mturk_sample,6862.150000000838,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,shortIndefinite,34,2,John submitted a man the resignation,John submitted the resignation to a man,34,non-alternating,main_judgement,PD
mturk_sample,11065.01500000013,44,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,indef,pronoun,92,4,Juan chirped her a greeting,Juan chirped a greeting to her,92,non-alternating,main_judgement,DO
mturk_sample,9974.409999998927,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,longDefinite,37,4,Juan restored the woman who was from work some power,Juan restored some power to the woman who was from work,37,non-alternating,main_judgement,DO
mturk_sample,5712.569999999716,88,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,something,shortDefinite,95,5,Alice stammered the woman something,Alice stammered something to the woman,95,non-alternating,main_judgement,PD
mturk_sample,18680.46499999764,85,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,indef,longIndefinite,131,4,Michael slipped a man from work a pill,Michael slipped a pill to a man from work,31,alternating,main_judgement,PD
mturk_sample,8299.735000000568,100,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,,,,,,,,,catch2,correct
mturk_sample,14590.490000000515,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,longDefinite,44,1,Michael exhibited the woman from work the book,Michael exhibited the book to the woman from work,44,non-alternating,main_judgement,PD
mturk_sample,6775.040000000445,72,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,something,pronoun,134,5,Linda dragged him something,Linda dragged something to him,34,alternating,main_judgement,PD
mturk_sample,7623.004999997618,0,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,,,,,,,,,catch1,error
mturk_sample,3799.9500000005355,,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,,,,,,,,,exit_survey,
mturk_sample,6902.84000000247,52,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,def,shortDefinite,138,1,Alice tossed the woman the jacket,Alice tossed the jacket to the woman,38,alternating,main_judgement,DO
mturk_sample,1485.9400000022724,,21,9408-109c0a10-9a61-4103-82d7-5cf5f3c08f8b,,,,,,,,,,
mturk_sample,11910.390000000945,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,longIndefinite,47,2,Mary conveyed a man who was from work her condolences,Mary conveyed her condolences to a man who was from work,47,non-alternating,main_judgement,DO
mturk_sample,7365.395000000717,48,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,indef,shortDefinite,144,3,Linda rented the man a room,Linda rented a room to the man,44,alternating,main_judgement,DO
mturk_sample,5436.294999999518,99,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,indef,shortIndefinite,147,4,Michael shipped a man a box,Michael shipped a box to a man,47,alternating,main_judgement,PD
mturk_sample,10246.564999999537,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,pronoun,50,3,Linda transported him some boxes,Linda transported some boxes to him,50,non-alternating,main_judgement,DO
mturk_sample,5537.674999999581,92,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,def,longDefinite,151,1,Linda signaled the woman wearing the hat her intentions,Linda signaled her intentions to the woman wearing the hat,51,alternating,main_judgement,PD
mturk_sample,9374.545000000624,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,shortDefinite,53,4,Maria articulated the man a point,Maria articulated a point to the man,53,non-alternating,main_judgement,DO
mturk_sample,6011.514999998326,88,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,def,longIndefinite,154,2,Alice slapped a man who was from work the ball,Alice slapped the ball to a man who was from work,54,alternating,main_judgement,PD
mturk_sample,4709.0749999988475,89,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,indef,longIndefinite,160,4,Bob emailed a woman who was wearing a hat some comment,Bob emailed some comment to a woman who was wearing a hat,60,alternating,main_judgement,DO
mturk_sample,8542.190000000177,100,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,def,shortIndefinite,63,2,Maria murmured a woman her hello,Maria murmured her hello to a woman,63,non-alternating,main_judgement,PD
mturk_sample,6289.290000000619,84,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,something,pronoun,163,5,Linda phoned him something,Linda phoned something to him,63,alternating,main_judgement,DO
mturk_sample,5708.590000002005,51,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,def,shortDefinite,167,1,Linda chucked the woman the ball,Linda chucked the ball to the woman,67,alternating,main_judgement,PD
mturk_sample,13342.49500000081,0,17,5422-7926ac57-356e-4c74-b80a-872a9fb4a185,indef,longDefinite,66,4,Linda whistled the man wearing the hat a signal,Linda whistled a signal to the man wearing the hat,66,non-alternating,main_judgement,DO
mturk_sample,5902.625000002445,87,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,def,shortIndefinite,170,2,Juan flicked a man the ball,Juan flicked the ball to a man,70,alternating,main_judgement,PD
mturk_sample,6677.704999994603,71,25,1707-98711cb5-d0ee-4b58-b35f-ab66581360cc,indef,longDefinite,173,4,Juan hurled the woman who was wearing the hat a necklace,Juan hurled a necklace to the woman who was wearing the hat,73,alternating,main_judgement,PD
