takes_female,plural,classification,verb_id,frequency_rank,DOsentence,PDsentence,theme_type,theme_id,recipient_id,i,trial_set,bert_ratio,BehavDOpreference,ngram_ratio,lstm_ratio,gpt2_ratio,gpt2-large_ratio,lstm-large_ratio
FALSE,FALSE,alternating,134,34,John dragged the woman a seat,John dragged a seat to the woman,indef,4,shortDefinite,844,23,8.151993182196748,51.0,-0.20633506774902344,1.0290180444717407,0.9093104600906372,-0.20558851957321167,6.084499955177307
FALSE,FALSE,alternating,134,34,Alice dragged a woman a seat,Alice dragged a seat to a woman,indef,4,shortIndefinite,845,73,2.635919626103714,20.363636363636363,0.40798377990722656,-0.3524777889251709,1.9821052551269531,0.10086655616760254,-0.06001019477844238
FALSE,FALSE,alternating,134,34,Linda dragged the woman who was wearing the hat something,Linda dragged something to the woman who was wearing the hat,something,5,longDefinite,846,24,-5.9691046821535565,16.2,0.8629188537597656,-3.728714406490326,-2.32610946893692,-3.7375614047050476,-15.367222309112549
FALSE,FALSE,alternating,134,34,Bob dragged a woman who was wearing a hat something,Bob dragged something to a woman who was wearing a hat,something,5,longIndefinite,847,75,-2.8144954717718065,13.916666666666666,0.49382781982421875,-5.626050412654877,-0.5449595153331757,1.0454481840133667,-2.712567150592804
FALSE,FALSE,alternating,134,34,Linda dragged him something,Linda dragged something to him,something,5,pronoun,848,25,-6.947900609811768,27.636363636363637,4.285585403442383,-1.8361185789108276,2.984691858291626,-1.994600534439087,7.4627880454063416
FALSE,FALSE,alternating,134,34,Michael dragged the man something,Michael dragged something to the man,something,5,shortDefinite,849,76,1.1317140829050913,9.6,3.0301570892333984,-0.3857020139694214,0.3267899751663208,-1.752840280532837,9.192020416259766
FALSE,FALSE,alternating,134,34,Maria dragged a man something,Maria dragged something to a man,something,5,shortIndefinite,850,27,-4.965995711507276,12.285714285714286,1.3845405578613281,-2.2785011529922485,2.134262800216675,-3.012178897857666,-5.61910605430603
FALSE,FALSE,alternating,135,35,John owed the man from work the money,John owed the money to the man from work,def,1,longDefinite,851,77,-7.177560476819053,46.8,-1.4274272918701172,-5.233743876218796,0.008275628089904785,-0.5079849362373352,-4.126133680343628
FALSE,FALSE,alternating,135,35,Maria owed a man who was wearing a hat the money,Maria owed the money to a man who was wearing a hat,def,1,longIndefinite,852,28,-2.7192451148293912,21.22222222222222,-4.7063140869140625,-17.922377467155457,-5.79258531332016,-5.862730979919434,-20.570820927619934
FALSE,FALSE,alternating,135,35,Alice owed him the money,Alice owed the money to him,def,1,pronoun,853,78,-2.182924429886043,83.8,1.4813899993896484,-0.6680995523929596,3.9838145971298218,2.500220537185669,2.5225234031677246
FALSE,FALSE,alternating,135,35,Linda owed the woman the money,Linda owed the money to the woman,def,1,shortDefinite,854,29,2.191051375353709,53.4,-1.8540172576904297,-4.292097806930542,2.457801938056946,0.14814984798431396,1.7906349897384644
FALSE,FALSE,alternating,135,35,John owed a man the money,John owed the money to a man,def,1,shortIndefinite,855,80,-3.5529954358935356,48.5,-2.590991973876953,-6.97621163725853,-0.13437187671661377,0.9568765759468079,7.885806560516357
FALSE,FALSE,alternating,135,35,Maria owed the woman from work the funds,Maria owed the funds to the woman from work,def,2,longDefinite,856,30,-11.371932961978018,37.833333333333336,-1.0039863586425781,-4.464257776737213,-3.336894690990448,-2.609916388988495,-3.7297654151916504
FALSE,FALSE,alternating,135,35,Mary owed a man from work the funds,Mary owed the funds to a man from work,def,2,longIndefinite,857,81,-18.896346956607886,40.916666666666664,0.5761795043945312,-8.162119358778,-6.481857895851135,-3.3466485738754272,-3.5063443183898926
FALSE,FALSE,alternating,135,35,Mary owed him the funds,Mary owed the funds to him,def,2,pronoun,858,31,-1.4138570078648627,61.22222222222222,2.361583709716797,-1.7543193995952606,3.1668758392333984,1.4854146242141724,9.832288384437561
FALSE,FALSE,alternating,135,35,Alice owed the woman the funds,Alice owed the funds to the woman,def,2,shortDefinite,859,82,-0.5276219064835459,26.555555555555557,-0.5401592254638672,-3.3912400007247925,0.13040149211883545,-0.9425925016403198,1.9434245824813843
FALSE,FALSE,alternating,135,35,Michael owed a man the funds,Michael owed the funds to a man,def,2,shortIndefinite,860,33,-6.706611768342555,56.4,0.4431629180908203,-7.480562537908554,-2.267404079437256,-1.1476898789405823,10.554361820220947
FALSE,FALSE,alternating,135,35,John owed the man who was wearing the hat a favor,John owed a favor to the man who was wearing the hat,indef,3,longDefinite,861,83,-0.1295293781440705,33.5,-1.7569122314453125,-7.319244205951691,-1.9926405251026154,-0.995842307806015,-11.226569890975952
FALSE,FALSE,alternating,135,35,Linda owed a woman who was wearing a hat a favor,Linda owed a favor to a woman who was wearing a hat,indef,3,longIndefinite,862,34,-2.762335866689682,24.46153846153846,-1.4685935974121094,-11.094746977090836,-3.336910754442215,-5.984435454010963,-14.350749552249908
FALSE,FALSE,alternating,135,35,Michael owed her a favor,Michael owed a favor to her,indef,3,pronoun,863,85,6.189373831031844,91.75,0.3946800231933594,2.469697892665863,3.631020247936249,4.582609072327614,4.456026792526245
FALSE,FALSE,alternating,135,35,Linda owed the man a favor,Linda owed a favor to the man,indef,3,shortDefinite,864,35,4.279026560601778,91.5,-0.046047210693359375,1.9189204275608063,2.396732360124588,3.8715437203645706,6.5797119140625
FALSE,FALSE,alternating,135,35,Alice owed a man a favor,Alice owed a favor to a man,indef,3,shortIndefinite,865,86,2.54470720840618,60.0,0.81475830078125,-0.5522699952125549,0.6975205838680267,1.299305021762848,1.8273831605911255
FALSE,FALSE,alternating,135,35,Maria owed the woman who was from work a job,Maria owed a job to the woman who was from work,indef,4,longDefinite,866,36,9.609137246385217,31.142857142857142,0.6708526611328125,-2.995068669319153,-3.487888753414154,-4.413978695869446,-7.154425144195557
FALSE,FALSE,alternating,135,35,Linda owed a woman wearing a hat a job,Linda owed a job to a woman wearing a hat,indef,4,longIndefinite,867,87,1.33527219761163,39.666666666666664,0.1068878173828125,-12.1737300157547,-6.317072123289108,-1.5634133219718933,-16.285305380821228
FALSE,FALSE,alternating,135,35,Michael owed her a job,Michael owed a job to her,indef,4,pronoun,868,38,4.315563862328418,92.22222222222223,2.9040393829345703,1.1887392401695251,4.1655020117759705,5.163731575012207,6.382160544395447
FALSE,FALSE,alternating,135,35,John owed the man a job,John owed a job to the man,indef,4,shortDefinite,869,88,6.835373554611579,73.0,0.9236831665039062,1.2154980897903442,2.9563578367233276,5.4300954937934875,5.217505037784576
FALSE,FALSE,alternating,135,35,Bob owed a woman a job,Bob owed a job to a woman,indef,4,shortIndefinite,870,39,-0.4852333548478782,56.6,0.8438758850097656,-1.5025997161865234,0.2884916663169861,0.8972243070602417,5.939679861068726
FALSE,FALSE,alternating,135,35,John owed the man who was from work something,John owed something to the man who was from work,something,5,longDefinite,871,90,-8.707163619576022,47.0,-2.605998992919922,-6.211338460445404,-4.587786853313446,-5.486260831356049,-9.91959035396576
FALSE,FALSE,alternating,135,35,Maria owed a woman from work something,Maria owed something to a woman from work,something,5,longIndefinite,872,40,-22.748124594567344,44.2,-1.5410327911376953,-7.820670247077942,-2.3281076550483704,-4.594805002212524,-12.491716593503952
FALSE,FALSE,alternating,135,35,Alice owed him something,Alice owed something to him,something,5,pronoun,873,91,3.8814091872191057,88.6,0.6456661224365234,-1.0915352702140808,2.180795967578888,1.4444058686494827,-1.681721806526184
FALSE,FALSE,alternating,135,35,Alice owed the woman something,Alice owed something to the woman,something,5,shortDefinite,874,41,5.18772458168678,62.15384615384615,-2.7861194610595703,-2.322487473487854,0.41802674531936646,-0.33392076194286346,-4.2916789054870605
FALSE,FALSE,alternating,135,35,Maria owed a woman something,Maria owed something to a woman,something,5,shortIndefinite,875,92,0.7103402051143348,48.785714285714285,-1.837778091430664,-5.407105565071106,0.6082131266593933,-1.2826077938079834,-10.77124485373497
FALSE,FALSE,alternating,136,36,Juan traded the woman who was from work the job,Juan traded the job to the woman who was from work,def,1,longDefinite,876,43,-0.49727177910972387,28.3,0.8719291687011719,-1.9659423828125,-2.999604821205139,-5.104465484619141,-0.8156516551971436
FALSE,FALSE,alternating,136,36,Bob traded a man who was from work the job,Bob traded the job to a man who was from work,def,1,longIndefinite,877,93,-10.370041522663087,21.9,0.3091583251953125,-0.9255959987640381,-7.239190936088562,-6.135750412940979,-3.4664041996002197
FALSE,FALSE,alternating,136,36,John traded her the job,John traded the job to her,def,1,pronoun,878,44,0.6782946442253888,56.42857142857143,-0.04341316223144531,-2.9841498136520386,2.3981751203536987,1.83524751663208,-6.426008343696594
FALSE,FALSE,alternating,136,36,Mary traded the woman the job,Mary traded the job to the woman,def,1,shortDefinite,879,94,3.9939465480856597,31.125,0.4823589324951172,-2.7816061973571777,-1.0159871578216553,-2.724888563156128,-6.761540174484253
FALSE,FALSE,alternating,136,36,Bob traded a woman the job,Bob traded the job to a woman,def,1,shortIndefinite,880,45,-4.353029758669436,35.84615384615385,0.12083244323730469,-5.643313407897949,-5.869205713272095,-6.251334309577942,-0.6946766376495361
FALSE,FALSE,alternating,136,36,Bob traded the man from work the apples,Bob traded the apples to the man from work,def,2,longDefinite,881,96,-23.099384070024826,22.454545454545453,1.5931739807128906,-4.730029225349426,-9.187188506126404,-6.653878688812256,-7.5060955286026
FALSE,FALSE,alternating,136,36,Juan traded a man wearing a hat the apples,Juan traded the apples to a man wearing a hat,def,2,longIndefinite,882,46,-12.452055669156834,12.454545454545455,0.09859848022460938,-11.16172605752945,-10.919496774673462,-11.821528315544128,-14.95414936542511
FALSE,FALSE,alternating,136,36,John traded her the apples,John traded the apples to her,def,2,pronoun,883,97,0.5439352868124843,61.5,0.5755786895751953,-5.710236668586731,0.9420995712280273,2.461132287979126,-5.010794639587402
FALSE,FALSE,alternating,136,36,Mary traded the woman the apples,Mary traded the apples to the woman,def,2,shortDefinite,884,48,0.937697691610083,44.75,1.1665878295898438,-7.377208232879639,-3.8636045455932617,-3.709312677383423,0.5362367630004883
FALSE,FALSE,alternating,136,36,Juan traded a woman the apples,Juan traded the apples to a woman,def,2,shortIndefinite,885,98,-16.073451766977087,34.44444444444444,0.9243068695068359,-7.60951030254364,-6.294579744338989,-6.705661773681641,-6.498559474945068
FALSE,FALSE,alternating,136,36,Juan traded the woman who was from work some pictures,Juan traded some pictures to the woman who was from work,indef,3,longDefinite,886,49,0.20556680613663048,23.846153846153847,0.9016876220703125,-7.9187092781066895,-7.055130124092102,-5.335632085800171,3.0473790168762207
FALSE,FALSE,alternating,136,36,Juan traded a man wearing a hat some pictures,Juan traded some pictures to a man wearing a hat,indef,3,longIndefinite,887,99,-1.951451594941318,17.727272727272727,0.9571876525878906,-4.1612414717674255,-9.013356506824493,-7.559807330369949,4.024811923503876
FALSE,FALSE,alternating,136,36,Bob traded her some pictures,Bob traded some pictures to her,indef,3,pronoun,888,50,4.577689379453659,49.833333333333336,1.5922470092773438,-3.615259885787964,1.6110389232635498,-0.3136789798736572,1.1538655757904053
FALSE,FALSE,alternating,136,36,Mary traded the woman some pictures,Mary traded some pictures to the woman,indef,3,shortDefinite,889,1,7.142632676055655,55.4,0.9185504913330078,-5.000263094902039,-1.265099287033081,-1.0942485332489014,-3.072941780090332
FALSE,FALSE,alternating,136,36,Michael traded a man some pictures,Michael traded some pictures to a man,indef,3,shortIndefinite,890,51,-11.534124639350921,47.72727272727273,1.504669189453125,-2.82246470451355,-1.1930546760559082,-2.6355466842651367,-4.867071628570557
FALSE,FALSE,alternating,136,36,Juan traded the woman wearing the hat some food,Juan traded some food to the woman wearing the hat,indef,4,longDefinite,891,2,-1.954311424633488,25.545454545454547,0.2563934326171875,-7.9022780656814575,-14.61411052942276,-6.630799651145935,-4.690025806427002
FALSE,FALSE,alternating,136,36,Alice traded a man wearing a hat some food,Alice traded some food to a man wearing a hat,indef,4,longIndefinite,892,53,-8.682834132923745,31.0,0.048595428466796875,-5.281251668930054,-14.56138825416565,-10.655544131994247,-21.259133100509644
FALSE,FALSE,alternating,136,36,Maria traded him some food,Maria traded some food to him,indef,4,pronoun,893,3,8.024536183802411,66.14285714285714,4.110240936279297,-1.906747817993164,1.810435175895691,2.4438748359680176,4.486731290817261
FALSE,FALSE,alternating,136,36,Juan traded the man some food,Juan traded some food to the man,indef,4,shortDefinite,894,54,5.720096971374005,67.25,1.2523860931396484,-1.8006930351257324,-4.375733375549316,0.7773252725601196,1.9933085441589355
FALSE,FALSE,alternating,136,36,Mary traded a man some food,Mary traded some food to a man,indef,4,shortIndefinite,895,4,-11.563810607185587,40.0,0.5960769653320312,-3.383396863937378,-5.614962816238403,-0.8368875980377197,-8.177499055862427
FALSE,FALSE,alternating,136,36,Juan traded the woman who was wearing the hat something,Juan traded something to the woman who was wearing the hat,something,5,longDefinite,896,55,-0.47928696998860687,27.307692307692307,0.4433708190917969,-5.956290364265442,-8.555042266845703,-7.512069344520569,-1.8440507650375366
FALSE,FALSE,alternating,136,36,Juan traded a woman from work something,Juan traded something to a woman from work,something,5,longIndefinite,897,6,-18.532479865825735,15.222222222222221,1.3613510131835938,-2.115507483482361,-8.62108302116394,-6.888769865036011,8.480727195739746
FALSE,FALSE,alternating,136,36,John traded her something,John traded something to her,something,5,pronoun,898,56,0.08687575196381658,58.69230769230769,0.7997760772705078,-4.904794692993164,1.379802942276001,1.0150694847106934,0.5039865970611572
FALSE,FALSE,alternating,136,36,Maria traded the woman something,Maria traded something to the woman,something,5,shortDefinite,899,7,3.021999971824698,46.4,1.0679607391357422,-4.263363361358643,-4.120558738708496,-2.174143075942993,-3.6984035968780518
FALSE,FALSE,alternating,136,36,Linda traded a man something,Linda traded something to a man,something,5,shortIndefinite,900,58,-9.916389411548153,32.5,1.1903419494628906,-3.448091745376587,-5.529545307159424,-5.224239349365234,-13.127495288848877
FALSE,FALSE,alternating,137,37,John slid the woman from work the dice,John slid the dice to the woman from work,def,1,longDefinite,901,8,-10.10316003812477,25.363636363636363,-0.029773712158203125,-3.3000908493995667,-7.8536152839660645,-11.722058057785034,-5.83308744430542
FALSE,FALSE,alternating,137,37,John slid a woman who was from work the dice,John slid the dice to a woman who was from work,def,1,longIndefinite,902,59,-23.514238802017644,15.9,0.051357269287109375,-7.869837641716003,-8.659747183322906,-5.689178109169006,-16.41902732849121
FALSE,FALSE,alternating,137,37,Juan slid her the dice,Juan slid the dice to her,def,1,pronoun,903,9,-2.550750169029925,54.09090909090909,0.19326019287109375,-4.673736810684204,-3.2854039669036865,-3.392265796661377,4.103149890899658
FALSE,FALSE,alternating,137,37,John slid the man the dice,John slid the dice to the man,def,1,shortDefinite,904,60,5.460774317616597,51.833333333333336,1.0155792236328125,-5.21945184469223,-1.9511494636535645,1.1641485691070557,5.192976951599121
FALSE,FALSE,alternating,137,37,Alice slid a man the dice,Alice slid the dice to a man,def,1,shortIndefinite,905,11,-0.5865112986648455,37.333333333333336,0.8090476989746094,-5.865240454673767,-2.4283194541931152,-2.8597545623779297,-12.714295625686646
FALSE,FALSE,alternating,137,37,Bob slid the man from work the ball,Bob slid the ball to the man from work,def,2,longDefinite,906,61,-11.64560482831439,25.7,-0.6499404907226562,-2.7280637621879578,-7.520544528961182,-8.17775845527649,-1.5564184188842773
FALSE,FALSE,alternating,137,37,Mary slid a man wearing a hat the ball,Mary slid the ball to a man wearing a hat,def,2,longIndefinite,907,12,-10.202450600860175,20.428571428571427,-3.8699951171875,-11.049804508686066,-9.45665967464447,-7.509528815746307,-21.640981018543243
FALSE,FALSE,alternating,137,37,Alice slid him the ball,Alice slid the ball to him,def,2,pronoun,908,62,-3.1798699012142606,47.44444444444444,-1.1493339538574219,-6.794700026512146,2.196100950241089,-1.8374433517456055,-9.7050222158432
FALSE,FALSE,alternating,137,37,Michael slid the man the ball,Michael slid the ball to the man,def,2,shortDefinite,909,13,3.205049215670442,24.666666666666668,-1.5363006591796875,-6.803027391433716,-0.3002502918243408,0.21762323379516602,-0.4056117534637451
FALSE,FALSE,alternating,137,37,Michael slid a woman the ball,Michael slid the ball to a woman,def,2,shortIndefinite,910,64,-3.395145883318037,41.0,-3.0442848205566406,-8.592401027679443,-2.750086545944214,-1.5183711051940918,-7.531326532363892
FALSE,FALSE,alternating,137,37,John slid the man who was wearing the hat a note,John slid a note to the man who was wearing the hat,indef,3,longDefinite,911,14,6.887333133025095,21.3,-1.3032035827636719,-11.885282039642334,-5.471302032470703,-5.234971880912781,-12.513770580291748
FALSE,FALSE,alternating,137,37,Mary slid a man from work a note,Mary slid a note to a man from work,indef,3,longIndefinite,912,65,-4.118346697068773,26.181818181818183,0.9242973327636719,-5.7145243883132935,-5.732371807098389,-6.384320139884949,-9.486788630485535
FALSE,FALSE,alternating,137,37,Juan slid her a note,Juan slid a note to her,indef,3,pronoun,913,16,4.372604225965915,58.375,0.7420063018798828,-5.08840024471283,-5.627861976623535,-2.481376528739929,-6.1297184228897095
FALSE,FALSE,alternating,137,37,Maria slid the man a note,Maria slid a note to the man,indef,3,shortDefinite,914,66,6.25261402875185,54.54545454545455,0.40766143798828125,-3.2488202452659607,-1.6997942924499512,0.6001375913619995,-3.6596527099609375
FALSE,FALSE,alternating,137,37,Linda slid a woman a note,Linda slid a note to a woman,indef,3,shortIndefinite,915,17,0.6095837151515298,34.25,0.0063152313232421875,-6.368248701095581,0.6617634296417236,0.09875369071960449,-2.072152018547058
FALSE,FALSE,alternating,137,37,Michael slid the woman wearing the hat a drink,Michael slid a drink to the woman wearing the hat,indef,4,longDefinite,916,67,5.079922100063413,22.666666666666668,0.6715202331542969,-6.538109660148621,-8.389440357685089,-2.9333935976028442,-10.531472325325012
FALSE,FALSE,alternating,137,37,Michael slid a woman who was from work a drink,Michael slid a drink to a woman who was from work,indef,4,longIndefinite,917,18,-10.655987532634754,28.666666666666668,0.12742996215820312,-3.7324289083480835,-6.8324573040008545,-2.0171369910240173,-8.834910035133362
FALSE,FALSE,alternating,137,37,Maria slid him a drink,Maria slid a drink to him,indef,4,pronoun,918,69,5.0664789306756575,60.625,3.5413074493408203,-3.3883780241012573,9.656258821487427,2.621583938598633,10.962183117866516
FALSE,FALSE,alternating,137,37,Juan slid the woman a drink,Juan slid a drink to the woman,indef,4,shortDefinite,919,19,5.963018217065837,62.666666666666664,1.3982810974121094,-4.39451003074646,2.4011390209198,1.3789935111999512,-6.906439900398254
FALSE,FALSE,alternating,137,37,Alice slid a woman a drink,Alice slid a drink to a woman,indef,4,shortIndefinite,920,70,6.987521976931021,35.22222222222222,0.9794101715087891,-3.320691466331482,3.6609370708465576,1.819181203842163,-1.8487884998321533
FALSE,FALSE,alternating,137,37,Maria slid the man from work something,Maria slid something to the man from work,something,5,longDefinite,921,21,-9.533321873808745,35.9,2.1115341186523438,-0.26434898376464844,-0.4989604949951172,-4.524691700935364,-1.899475634098053
FALSE,FALSE,alternating,137,37,Bob slid a woman who was from work something,Bob slid something to a woman who was from work,something,5,longIndefinite,922,71,-6.11078805278521,9.636363636363637,0.6297607421875,-3.9663076400756836,-2.9779539108276367,-4.419723093509674,-5.006424069404602
FALSE,FALSE,alternating,137,37,Maria slid him something,Maria slid something to him,something,5,pronoun,923,22,8.443043772596866,44.90909090909091,2.190603256225586,-5.140530705451965,5.320854187011719,-0.12451410293579102,-0.16411995887756348
FALSE,FALSE,alternating,137,37,Michael slid the woman something,Michael slid something to the woman,something,5,shortDefinite,924,72,7.843190658837557,41.81818181818182,1.0998497009277344,-4.079283237457275,1.0336297750473022,-0.46056246757507324,3.1715235710144043
FALSE,FALSE,alternating,137,37,Mary slid a woman something,Mary slid something to a woman,something,5,shortIndefinite,925,23,-7.002959339180961,48.857142857142854,0.6160755157470703,-3.1477739810943604,0.8862919807434082,-1.3915996551513672,0.06470727920532227
FALSE,FALSE,alternating,138,38,Michael tossed the woman who was from work the jacket,Michael tossed the jacket to the woman who was from work,def,1,longDefinite,926,74,-15.27585290875868,26.692307692307693,0.07000732421875,-4.548311412334442,-7.182765007019043,-6.354030251502991,-11.660283327102661
FALSE,FALSE,alternating,138,38,Linda tossed a woman who was from work the jacket,Linda tossed the jacket to a woman who was from work,def,1,longIndefinite,927,24,-23.30285026470665,15.9,0.3182220458984375,-6.621386528015137,-4.96833348274231,-8.47332239151001,-19.70361340045929
FALSE,FALSE,alternating,138,38,Maria tossed him the jacket,Maria tossed the jacket to him,def,1,pronoun,928,75,0.7404666370421182,56.5,2.4511566162109375,-0.3679848909378052,3.395249366760254,2.466184139251709,7.451880693435669
FALSE,FALSE,alternating,138,38,Alice tossed the woman the jacket,Alice tossed the jacket to the woman,def,1,shortDefinite,929,25,4.6479203379713,46.72727272727273,0.5010337829589844,-1.643909990787506,-0.038456082344055176,1.4725890159606934,-1.182647705078125
FALSE,FALSE,alternating,138,38,John tossed a woman the jacket,John tossed the jacket to a woman,def,1,shortIndefinite,930,76,-4.329050126048969,33.7,0.6943378448486328,-5.095523834228516,-2.82878315448761,1.292557716369629,-2.313054323196411
FALSE,FALSE,alternating,138,38,Linda tossed the woman wearing the hat the ball,Linda tossed the ball to the woman wearing the hat,def,2,longDefinite,931,27,-0.9216336296522059,14.857142857142858,-3.5491676330566406,-12.103044927120209,-6.503954648971558,-9.11469841003418,-19.075671672821045
FALSE,FALSE,alternating,138,38,Juan tossed a man from work the ball,Juan tossed the ball to a man from work,def,2,longIndefinite,932,77,-23.41214077064069,20.1,-1.0439834594726562,-6.225793719291687,-4.903231263160706,-12.259554862976074,-10.845643281936646
FALSE,FALSE,alternating,138,38,John tossed her the ball,John tossed the ball to her,def,2,pronoun,933,28,-0.4962433716864325,61.0,-2.4198970794677734,-3.259188175201416,3.0141122341156006,0.6767457723617554,-4.961488485336304
FALSE,FALSE,alternating,138,38,John tossed the man the ball,John tossed the ball to the man,def,2,shortDefinite,934,79,4.117932121793274,45.63636363636363,-2.0597190856933594,-5.658291220664978,1.167494773864746,0.4556657075881958,2.167816638946533
FALSE,FALSE,alternating,138,38,Michael tossed a man the ball,Michael tossed the ball to a man,def,2,shortIndefinite,935,29,-0.28285024408251047,31.0,-2.218301773071289,-7.6802215576171875,-0.3853527307510376,-1.8737473487854004,-8.692504167556763
FALSE,FALSE,alternating,138,38,John tossed the man who was wearing the hat a glance,John tossed a glance to the man who was wearing the hat,indef,3,longDefinite,936,80,2.3862833274906734,42.3,0.699920654296875,-3.102829933166504,-5.197956204414368,-4.726423859596252,-7.806801199913025
FALSE,FALSE,alternating,138,38,Michael tossed a woman from work a glance,Michael tossed a glance to a woman from work,indef,3,longIndefinite,937,30,-1.6294120120001025,35.666666666666664,1.6348838806152344,1.0775227546691895,-0.20412635803222656,-5.833011150360107,2.240964889526367
FALSE,FALSE,alternating,138,38,John tossed her a glance,John tossed a glance to her,indef,3,pronoun,938,81,4.322712124994723,85.66666666666667,1.570770263671875,-0.6226379871368408,2.3312724828720093,4.979167103767395,2.228662610054016
FALSE,FALSE,alternating,138,38,Maria tossed the man a glance,Maria tossed a glance to the man,indef,3,shortDefinite,939,32,5.830467286228668,77.9,2.4107894897460938,2.120648682117462,1.7581405639648438,2.1742206811904907,-2.139057159423828
FALSE,FALSE,alternating,138,38,Linda tossed a woman a glance,Linda tossed a glance to a woman,indef,3,shortIndefinite,940,82,0.6881763416458853,37.0,2.2038021087646484,2.162778854370117,1.465599775314331,1.8953368663787842,-3.144454002380371
FALSE,FALSE,alternating,138,38,Maria tossed the woman from work a key,Maria tossed a key to the woman from work,indef,4,longDefinite,941,33,-4.648179745388916,30.5,-0.8369255065917969,-0.94858717918396,-2.509304642677307,-6.880558967590332,-9.301556706428528
FALSE,FALSE,alternating,138,38,Juan tossed a woman wearing a hat a key,Juan tossed a key to a woman wearing a hat,indef,4,longIndefinite,942,84,-7.468210049148183,14.9,-1.3443336486816406,-7.221589088439941,-8.295333445072174,-7.662308543920517,-6.355331182479858
FALSE,FALSE,alternating,138,38,Juan tossed her a key,Juan tossed a key to her,indef,4,pronoun,943,34,2.044384436143446,62.30769230769231,0.2061786651611328,-2.9235801696777344,-0.015749096870422363,4.286072850227356,-3.993239641189575
FALSE,FALSE,alternating,138,38,Mary tossed the woman a key,Mary tossed a key to the woman,indef,4,shortDefinite,944,85,7.285809625027468,48.666666666666664,-0.10275650024414062,-1.8557440042495728,2.0230438709259033,3.3573802709579468,-9.71268606185913
FALSE,FALSE,alternating,138,38,Maria tossed a man a key,Maria tossed a key to a man,indef,4,shortIndefinite,945,35,3.801343476952752,28.5,1.0385360717773438,-2.0137436389923096,-1.495178461074829,-1.4180282354354858,-1.1497879028320312
FALSE,FALSE,alternating,138,38,Maria tossed the man wearing the hat something,Maria tossed something to the man wearing the hat,something,5,longDefinite,946,86,-4.323888928600354,14.166666666666666,1.7976036071777344,-5.436798572540283,-5.0477283000946045,-7.978295207023621,-4.656663537025452
FALSE,FALSE,alternating,138,38,John tossed a woman wearing a hat something,John tossed something to a woman wearing a hat,something,5,longIndefinite,947,37,-17.343327842245344,37.27272727272727,2.0486297607421875,-8.205049991607666,-7.329495131969452,-4.41518834233284,0.8073636889457703
FALSE,FALSE,alternating,138,38,Linda tossed him something,Linda tossed something to him,something,5,pronoun,948,87,6.456851614580955,67.58333333333333,4.095859527587891,-2.130416512489319,3.5056557655334473,2.2116761207580566,8.058919787406921
FALSE,FALSE,alternating,138,38,Linda tossed the woman something,Linda tossed something to the woman,something,5,shortDefinite,949,38,5.463407122180797,34.333333333333336,1.5645771026611328,-4.090470492839813,-0.35565733909606934,0.7834700345993042,-3.9889408349990845
FALSE,FALSE,alternating,138,38,Alice tossed a woman something,Alice tossed something to a woman,something,5,shortIndefinite,950,89,-7.872152430238202,34.3,2.0486278533935547,-2.6668879985809326,-1.7226736545562744,-0.30155956745147705,-0.053153276443481445
FALSE,FALSE,alternating,139,39,Alice assigned the woman who was from work the job,Alice assigned the job to the woman who was from work,def,1,longDefinite,951,39,-5.604481288697571,40.1,-0.9404716491699219,-4.613109588623047,-3.907307505607605,-1.7741578817367554,-9.4414222240448
FALSE,FALSE,alternating,139,39,John assigned a man who was wearing a hat the job,John assigned the job to a man who was wearing a hat,def,1,longIndefinite,952,90,-5.833442218834534,31.444444444444443,-3.063495635986328,-14.001673698425293,-10.602693498134613,-8.67580834031105,-6.9954047203063965
FALSE,FALSE,alternating,139,39,Bob assigned her the job,Bob assigned the job to her,def,1,pronoun,953,40,-1.4945252349134535,60.6,-1.569650650024414,-2.134856104850769,2.7647557258605957,1.9065055847167969,3.830115020275116
FALSE,FALSE,alternating,139,39,Juan assigned the woman the job,Juan assigned the job to the woman,def,1,shortDefinite,954,91,-1.7401951507199556,38.0,-1.3300437927246094,-2.541291356086731,1.7260886430740356,-0.5553534030914307,0.7780191898345947
FALSE,FALSE,alternating,139,39,Alice assigned a woman the job,Alice assigned the job to a woman,def,1,shortIndefinite,955,42,-7.8312896569259465,45.0,-1.3297405242919922,-5.406294584274292,-3.193322718143463,-2.08594012260437,-11.193796396255493
FALSE,FALSE,alternating,139,39,Juan assigned the woman who was wearing the hat the responsibility,Juan assigned the responsibility to the woman who was wearing the hat,def,2,longDefinite,956,92,-7.331215100595728,40.5,-2.316905975341797,-13.095968961715698,-6.656257629394531,-6.476123094558716,-9.968680500984192
FALSE,FALSE,alternating,139,39,Juan assigned a man who was from work the responsibility,Juan assigned the responsibility to a man who was from work,def,2,longIndefinite,957,43,-13.760105080902576,38.1,-1.0149803161621094,-7.732827186584473,-6.564965844154358,-7.375271320343018,-4.164574861526489
FALSE,FALSE,alternating,139,39,Bob assigned her the responsibility,Bob assigned the responsibility to her,def,2,pronoun,958,93,0.37883500300813466,47.1,0.32488441467285156,-2.4135862588882446,0.4992196559906006,0.6505054235458374,2.8087636828422546
